Trade number,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
527,Entry long,2021-05-17 11:30,BUY,272.86,51.33,14005.9038,348.7,2.49,366.68,2.62,-487.37,-3.48,40819.86,40.82
528,Exit long,2021-05-17 14:00,EXIT_LONG,279.65,50.99,14034.4876,224.98,1.60,242.83,1.73,-605.55,-4.31,41044.84,41.04
528,Entry long,2021-05-17 11:45,BUY,275.24,50.99,14034.4876,224.98,1.60,242.83,1.73,-605.55,-4.31,41044.84,41.04
529,Exit long,2021-05-18 02:45,EXIT_LONG,274.26,51.03,14099.0787,-103.64,-0.73,112.32,0.80,-766.85,-5.44,40941.2,40.94
529,Entry long,2021-05-17 23:45,BUY,276.29,51.03,14099.0787,-103.64,-0.73,112.32,0.80,-766.85,-5.44,40941.2,40.94
530,Exit long,2021-05-18 02:45,EXIT_LONG,274.26,51.32,14077.5892,-2.57,-0.02,214.62,1.52,-669.55,-4.75,40938.63,40.94
530,Entry long,2021-05-18 00:00,BUY,274.31,51.32,14077.5892,-2.57,-0.02,214.62,1.52,-669.55,-4.75,40938.63,40.94
531,Exit long,2021-05-18 02:45,EXIT_LONG,274.26,51.79,14056.8418,147.16,1.05,302.6,2.15,-525.93,-3.74,41085.79,41.09
531,Entry long,2021-05-18 00:15,BUY,271.42,51.79,14056.8418,147.16,1.05,302.6,2.15,-525.93,-3.74,41085.79,41.09
532,Exit long,2021-05-19 00:30,EXIT_LONG,303.19,47.84,14105.624,399.19,2.83,414.5,2.94,-360.42,-2.55,41484.97,41.48
532,Entry long,2021-05-18 22:15,BUY,294.85,47.84,14105.624,399.19,2.83,414.5,2.94,-360.42,-2.55,41484.97,41.48
533,Exit long,2021-05-19 00:30,EXIT_LONG,303.19,48.25,14095.755,533.43,3.78,548.88,3.89,-209.99,-1.49,42018.4,42.02
533,Entry long,2021-05-18 22:45,BUY,292.14,48.25,14095.755,533.43,3.78,548.88,3.89,-209.99,-1.49,42018.4,42.02
534,Exit long,2021-05-19 15:45,EXIT_LONG,269.42,50.67,14195.7072,-544.52,-3.83,140.95,0.99,-1161.55,-8.18,41473.88,41.47
534,Entry long,2021-05-19 09:30,BUY,280.16,50.67,14195.7072,-544.52,-3.83,140.95,0.99,-1161.55,-8.18,41473.88,41.47
535,Exit long,2021-05-19 15:45,EXIT_LONG,269.42,51,14188.2,-448.05,-3.16,207.18,1.46,-1069.09,-7.53,41025.83,41.03
535,Entry long,2021-05-19 09:45,BUY,278.2,51,14188.2,-448.05,-3.16,207.18,1.46,-1069.09,-7.53,41025.83,41.03
536,Exit long,2021-05-19 15:45,EXIT_LONG,269.42,51,14183.1,-442.95,-3.12,212.29,1.50,-1063.99,-7.50,40582.89,40.58
536,Entry long,2021-05-19 10:00,BUY,278.1,51,14183.1,-442.95,-3.12,212.29,1.50,-1063.99,-7.50,40582.89,40.58
537,Exit long,2021-05-19 23:45,EXIT_LONG,209.97,54.89,14043.6065,-2519.86,-17.93,31.31,0.22,-5978.36,-42.54,38063.02,38.06
537,Entry long,2021-05-19 19:15,BUY,255.85,54.89,14043.6065,-2519.86,-17.93,31.31,0.22,-5978.36,-42.54,38063.02,38.06
538,Exit long,2021-05-19 23:45,EXIT_LONG,209.97,57.59,13947.7221,-1856.66,-13.30,161.93,1.16,-5485.28,-39.30,36206.36,36.21
538,Entry long,2021-05-19 19:30,BUY,242.19,57.59,13947.7221,-1856.66,-13.30,161.93,1.16,-5485.28,-39.30,36206.36,36.21
539,Exit long,2021-05-19 23:45,EXIT_LONG,209.97,57.88,13980.914,-1828.95,-13.07,199.81,1.43,-5475.84,-39.14,34377.41,34.38
539,Entry long,2021-05-19 19:45,BUY,241.55,57.88,13980.914,-1828.95,-13.07,199.81,1.43,-5475.84,-39.14,34377.41,34.38
540,Exit long,2021-05-20 10:15,EXIT_LONG,188.06,79.45,13398.448,1547.08,11.52,1645.07,12.25,-174.47,-1.30,35924.5,35.92
540,Entry long,2021-05-20 08:45,BUY,168.64,79.45,13398.448,1547.08,11.52,1645.07,12.25,-174.47,-1.30,35924.5,35.92
541,Exit long,2021-05-20 10:15,EXIT_LONG,188.06,77.28,13445.9472,1090.27,8.09,1185.58,8.79,-117.01,-0.87,37014.76,37.01
541,Entry long,2021-05-20 09:00,BUY,173.99,77.28,13445.9472,1090.27,8.09,1185.58,8.79,-117.01,-0.87,37014.76,37.01
542,Exit long,2021-05-21 17:15,EXIT_LONG,203.9,67.38,13667.3592,71.58,0.52,292.4,2.13,-331.56,-2.42,37086.34,37.09
542,Entry long,2021-05-21 12:45,BUY,202.84,67.38,13667.3592,71.58,0.52,292.4,2.13,-331.56,-2.42,37086.34,37.09
543,Exit long,2021-05-21 17:15,EXIT_LONG,203.9,67.49,13667.3999,94.02,0.69,315.2,2.30,-309.78,-2.26,37180.36,37.18
543,Entry long,2021-05-21 13:15,BUY,202.51,67.49,13667.3999,94.02,0.69,315.2,2.30,-309.78,-2.26,37180.36,37.18
544,Exit long,2021-05-21 17:15,EXIT_LONG,203.9,68.35,13621.4715,315.79,2.31,539.78,3.95,-93.16,-0.68,37496.14,37.50
544,Entry long,2021-05-21 14:15,BUY,199.29,68.35,13621.4715,315.79,2.31,539.78,3.95,-93.16,-0.68,37496.14,37.50
545,Exit long,2021-05-22 06:00,EXIT_LONG,175.95,73.15,13729.5235,-860.67,-6.25,291.04,2.12,-2282.17,-16.59,36635.48,36.64
545,Entry long,2021-05-21 22:30,BUY,187.69,73.15,13729.5235,-860.67,-6.25,291.04,2.12,-2282.17,-16.59,36635.48,36.64
546,Exit long,2021-05-22 06:00,EXIT_LONG,175.95,73.69,13706.34,-742.21,-5.40,327.9,2.39,-2174.21,-15.83,35893.26,35.89
546,Entry long,2021-05-21 22:45,BUY,186,73.69,13706.34,-742.21,-5.40,327.9,2.39,-2174.21,-15.83,35893.26,35.89
547,Exit long,2021-05-22 06:00,EXIT_LONG,175.95,77.98,13510.035,211.01,1.56,281.35,2.08,-1304.35,-9.63,36104.27,36.10
547,Entry long,2021-05-22 03:45,BUY,173.25,77.98,13510.035,211.01,1.56,281.35,2.08,-1304.35,-9.63,36104.27,36.10
548,Exit long,2021-05-22 16:15,EXIT_LONG,171.77,83.15,13587.5415,696.32,5.12,805.43,5.92,-149.92,-1.10,36800.59,36.80
548,Entry long,2021-05-22 13:30,BUY,163.41,83.15,13587.5415,696.32,5.12,805.43,5.92,-149.92,-1.10,36800.59,36.80
549,Exit long,2021-05-23 22:45,EXIT_LONG,143.26,82.36,13668.4656,-1870.88,-13.68,68.41,0.50,-2971.98,-21.73,34929.71,34.93
549,Entry long,2021-05-23 14:30,BUY,165.96,82.36,13668.4656,-1870.88,-13.68,68.41,0.50,-2971.98,-21.73,34929.71,34.93
550,Exit long,2021-05-23 22:45,EXIT_LONG,143.26,82.8,13665.312,-1804.65,-13.20,107.72,0.79,-2911.63,-21.29,33125.06,33.13
550,Entry long,2021-05-23 14:45,BUY,165.04,82.8,13665.312,-1804.65,-13.20,107.72,0.79,-2911.63,-21.29,33125.06,33.13
551,Exit long,2021-05-23 22:45,EXIT_LONG,143.26,83.1,13650.837,-1747.15,-12.79,172.14,1.26,-2858.15,-20.92,31377.91,31.38
551,Entry long,2021-05-23 15:00,BUY,164.27,83.1,13650.837,-1747.15,-12.79,172.14,1.26,-2858.15,-20.92,31377.91,31.38
552,Exit long,2021-05-24 03:30,EXIT_LONG,132.95,105.98,13128.8024,961.91,7.32,1368.1,10.41,-620.42,-4.72,32339.82,32.34
552,Entry long,2021-05-24 00:30,BUY,123.88,105.98,13128.8024,961.91,7.32,1368.1,10.41,-620.42,-4.72,32339.82,32.34
553,Exit long,2021-05-24 03:30,EXIT_LONG,132.95,109.26,13081.6998,1445.43,11.04,1864.19,14.24,0,0.00,33785.25,33.79
553,Entry long,2021-05-24 00:45,BUY,119.73,109.26,13081.6998,1445.43,11.04,1864.19,14.24,0,0.00,33785.25,33.79
554,Exit long,2021-05-25 21:30,EXIT_LONG,177.97,77.73,13361.0097,473.07,3.54,516.64,3.86,-368.81,-2.76,34258.32,34.26
554,Entry long,2021-05-25 18:15,BUY,171.89,77.73,13361.0097,473.07,3.54,516.64,3.86,-368.81,-2.76,34258.32,34.26
555,Exit long,2021-05-25 21:30,EXIT_LONG,177.97,77.9,13360.629,503.74,3.77,547.4,4.09,-339.98,-2.54,34762.06,34.76
555,Entry long,2021-05-25 18:30,BUY,171.51,77.9,13360.629,503.74,3.77,547.4,4.09,-339.98,-2.54,34762.06,34.76
556,Exit long,2021-05-25 21:30,EXIT_LONG,177.97,78.9,13325.421,717.13,5.38,761.36,5.71,-28.43,-0.21,35479.18,35.48
556,Entry long,2021-05-25 18:45,BUY,168.89,78.9,13325.421,717.13,5.38,761.36,5.71,-28.43,-0.21,35479.18,35.48
557,Exit long,2021-05-27 00:30,EXIT_LONG,196.33,71.15,13532.73,436.59,3.22,554.1,4.09,-64.1,-0.47,35915.77,35.92
557,Entry long,2021-05-26 22:00,BUY,190.2,71.15,13532.73,436.59,3.22,554.1,4.09,-64.1,-0.47,35915.77,35.92
558,Exit long,2021-05-27 14:00,EXIT_LONG,188.54,74.23,13578.8939,416.85,3.07,456.97,3.36,-188.73,-1.39,36332.62,36.33
558,Entry long,2021-05-27 10:00,BUY,182.93,74.23,13578.8939,416.85,3.07,456.97,3.36,-188.73,-1.39,36332.62,36.33
559,Exit long,2021-05-27 14:00,EXIT_LONG,188.54,74.66,13564.9754,511.93,3.77,552.29,4.07,-97.16,-0.72,36844.55,36.84
559,Entry long,2021-05-27 11:15,BUY,181.69,74.66,13564.9754,511.93,3.77,552.29,4.07,-97.16,-0.72,36844.55,36.84
560,Exit long,2021-05-28 06:00,EXIT_LONG,196.93,71.08,13667.2624,330.85,2.42,351.49,2.57,-96.77,-0.71,37175.4,37.18
560,Entry long,2021-05-28 05:00,BUY,192.28,71.08,13667.2624,330.85,2.42,351.49,2.57,-96.77,-0.71,37175.4,37.18
561,Exit long,2021-05-28 06:00,EXIT_LONG,196.93,71.09,13669.1852,330.9,2.42,351.54,2.57,-75.43,-0.55,37506.3,37.51
561,Entry long,2021-05-28 05:15,BUY,192.28,71.09,13669.1852,330.9,2.42,351.54,2.57,-75.43,-0.55,37506.3,37.51
562,Exit long,2021-05-28 20:30,EXIT_LONG,176.77,73.31,13735.3616,-777.13,-5.65,168.05,1.22,-1604.16,-11.67,36729.17,36.73
562,Entry long,2021-05-28 12:45,BUY,187.36,73.31,13735.3616,-777.13,-5.65,168.05,1.22,-1604.16,-11.67,36729.17,36.73
563,Exit long,2021-05-28 20:30,EXIT_LONG,176.77,73.31,13734.6285,-776.4,-5.65,168.78,1.23,-1603.43,-11.66,35952.77,35.95
563,Entry long,2021-05-28 13:00,BUY,187.35,73.31,13734.6285,-776.4,-5.65,168.78,1.23,-1603.43,-11.66,35952.77,35.95
564,Exit long,2021-05-28 20:30,EXIT_LONG,176.77,74.72,13672.2656,-464.48,-3.39,59.84,0.44,-1307.41,-9.55,35488.3,35.49
564,Entry long,2021-05-28 13:45,BUY,182.98,74.72,13672.2656,-464.48,-3.39,59.84,0.44,-1307.41,-9.55,35488.3,35.49
565,Exit long,2021-05-30 06:00,EXIT_LONG,163.4,77.27,13544.6583,-919.02,-6.78,102.8,0.76,-1363.45,-10.06,34569.29,34.57
565,Entry long,2021-05-29 16:45,BUY,175.29,77.27,13544.6583,-919.02,-6.78,102.8,0.76,-1363.45,-10.06,34569.29,34.57
566,Exit long,2021-05-30 06:00,EXIT_LONG,163.4,77.07,13541.9697,-949.02,-7.01,70.15,0.52,-1392.3,-10.28,33620.27,33.62
566,Entry long,2021-05-29 17:00,BUY,175.71,77.07,13541.9697,-949.02,-7.01,70.15,0.52,-1392.3,-10.28,33620.27,33.62
567,Exit long,2021-05-30 06:00,EXIT_LONG,163.4,77.57,13525.8809,-851.2,-6.29,131.13,0.97,-1297.36,-9.59,32769.07,32.77
567,Entry long,2021-05-29 17:15,BUY,174.37,77.57,13525.8809,-851.2,-6.29,131.13,0.97,-1297.36,-9.59,32769.07,32.77
568,Exit long,2021-05-30 10:30,EXIT_LONG,161.1,84.8,13272.048,389.5,2.93,429.39,3.23,-56.86,-0.43,33158.57,33.16
568,Entry long,2021-05-30 08:45,BUY,156.51,84.8,13272.048,389.5,2.93,429.39,3.23,-56.86,-0.43,33158.57,33.16
569,Exit long,2021-05-31 14:15,EXIT_LONG,167.05,79.05,13305.696,-100.45,-0.75,87.8,0.66,-381.25,-2.86,33058.12,33.06
569,Entry long,2021-05-31 08:45,BUY,168.32,79.05,13305.696,-100.45,-0.75,87.8,0.66,-381.25,-2.86,33058.12,33.06
570,Exit long,2021-05-31 14:15,EXIT_LONG,167.05,79.12,13306.4016,-89.46,-0.67,79.96,0.60,-370.5,-2.78,32968.66,32.97
570,Entry long,2021-05-31 09:00,BUY,168.18,79.12,13306.4016,-89.46,-0.67,79.96,0.60,-370.5,-2.78,32968.66,32.97
571,Exit long,2021-05-31 14:15,EXIT_LONG,167.05,79.15,13303.532,-81.57,-0.61,3.96,0.03,-362.72,-2.72,32887.09,32.89
571,Entry long,2021-05-31 09:15,BUY,168.08,79.15,13303.532,-81.57,-0.61,3.96,0.03,-362.72,-2.72,32887.09,32.89
572,Exit long,2021-06-01 19:45,EXIT_LONG,182.04,74.27,13277.2479,242.96,1.83,265.99,2.00,-145.63,-1.10,33130.05,33.13
572,Entry long,2021-06-01 16:15,BUY,178.77,74.27,13277.2479,242.96,1.83,265.99,2.00,-145.63,-1.10,33130.05,33.13
573,Exit long,2021-06-01 19:45,EXIT_LONG,182.04,74.25,13280.355,236.21,1.78,259.24,1.95,-152.27,-1.15,33366.26,33.37
573,Entry long,2021-06-01 16:30,BUY,178.86,74.25,13280.355,236.21,1.78,259.24,1.95,-152.27,-1.15,33366.26,33.37
574,Exit long,2021-06-01 19:45,EXIT_LONG,182.04,74.59,13274.7823,303.7,2.29,326.83,2.46,-86.56,-0.65,33669.96,33.67
574,Entry long,2021-06-01 16:45,BUY,177.97,74.59,13274.7823,303.7,2.29,326.83,2.46,-86.56,-0.65,33669.96,33.67
575,Exit long,2021-06-01 21:30,EXIT_LONG,180.09,75.78,13358.4984,288.84,2.16,310.06,2.32,-25.78,-0.19,33958.8,33.96
575,Entry long,2021-06-01 21:15,BUY,176.28,75.78,13358.4984,288.84,2.16,310.06,2.32,-25.78,-0.19,33958.8,33.96
576,Exit long,2021-06-03 11:45,EXIT_LONG,186,73.26,13393.3932,233.01,1.74,238.14,1.78,-63.75,-0.48,34191.81,34.19
576,Entry long,2021-06-03 10:00,BUY,182.82,73.26,13393.3932,233.01,1.74,238.14,1.78,-63.75,-0.48,34191.81,34.19
577,Exit long,2021-06-04 17:45,EXIT_LONG,175.81,71.78,13417.1176,-797.56,-5.94,21.54,0.16,-1150.75,-8.58,33394.25,33.39
577,Entry long,2021-06-04 09:15,BUY,186.92,71.78,13417.1176,-797.56,-5.94,21.54,0.16,-1150.75,-8.58,33394.25,33.39
578,Exit long,2021-06-04 17:45,EXIT_LONG,175.81,73.02,13391.1378,-553.55,-4.13,121.23,0.91,-912.84,-6.82,32840.71,32.84
578,Entry long,2021-06-04 09:30,BUY,183.39,73.02,13391.1378,-553.55,-4.13,121.23,0.91,-912.84,-6.82,32840.71,32.84
579,Exit long,2021-06-04 17:45,EXIT_LONG,175.81,73.09,13390.088,-540.19,-4.03,119.15,0.89,-899.83,-6.72,32300.52,32.30
579,Entry long,2021-06-04 09:45,BUY,183.2,73.09,13390.088,-540.19,-4.03,119.15,0.89,-899.83,-6.72,32300.52,32.30
580,Exit long,2021-06-04 20:45,EXIT_LONG,175.67,77.34,13228.2336,358.12,2.71,388.29,2.93,-49.5,-0.37,32658.64,32.66
580,Entry long,2021-06-04 20:15,BUY,171.04,77.34,13228.2336,358.12,2.71,388.29,2.93,-49.5,-0.37,32658.64,32.66
581,Exit long,2021-06-04 20:45,EXIT_LONG,175.67,77.22,13230.8748,334.4,2.53,364.51,2.75,-5.41,-0.04,32993.04,32.99
581,Entry long,2021-06-04 20:30,BUY,171.34,77.22,13230.8748,334.4,2.53,364.51,2.75,-5.41,-0.04,32993.04,32.99
582,Exit long,2021-06-06 00:00,EXIT_LONG,174.48,75.75,13292.61,-75.8,-0.57,195.55,1.47,-414.6,-3.12,32917.24,32.92
582,Entry long,2021-06-05 18:00,BUY,175.48,75.75,13292.61,-75.8,-0.57,195.55,1.47,-414.6,-3.12,32917.24,32.92
583,Exit long,2021-06-06 00:00,EXIT_LONG,174.48,75.56,13293.2708,-109.63,-0.82,161.04,1.21,-447.58,-3.36,32807.61,32.81
583,Entry long,2021-06-05 18:15,BUY,175.93,75.56,13293.2708,-109.63,-0.82,161.04,1.21,-447.58,-3.36,32807.61,32.81
584,Exit long,2021-06-06 06:30,EXIT_LONG,170.84,78.96,13272.3864,217.27,1.64,225.17,1.70,-45.03,-0.34,33024.88,33.02
584,Entry long,2021-06-06 05:45,BUY,168.09,78.96,13272.3864,217.27,1.64,225.17,1.70,-45.03,-0.34,33024.88,33.02
585,Exit long,2021-06-07 06:00,EXIT_LONG,175.57,76.35,13297.8795,106.93,0.80,126.03,0.95,-71.8,-0.54,33131.81,33.13
585,Entry long,2021-06-07 03:45,BUY,174.17,76.35,13297.8795,106.93,0.80,126.03,0.95,-71.8,-0.54,33131.81,33.13
586,Exit long,2021-06-07 06:00,EXIT_LONG,175.57,76.45,13293.8905,128.49,0.97,147.61,1.11,-50.48,-0.38,33260.3,33.26
586,Entry long,2021-06-07 04:00,BUY,173.89,76.45,13293.8905,128.49,0.97,147.61,1.11,-50.48,-0.38,33260.3,33.26
587,Exit long,2021-06-07 06:00,EXIT_LONG,175.57,76.41,13295.34,120.01,0.90,139.12,1.05,-32.87,-0.25,33380.31,33.38
587,Entry long,2021-06-07 04:15,BUY,174,76.41,13295.34,120.01,0.90,139.12,1.05,-32.87,-0.25,33380.31,33.38
588,Exit long,2021-06-08 15:30,EXIT_LONG,158.42,75.15,13333.113,-1428.28,-10.71,15.04,0.11,-1880.07,-14.10,31952.04,31.95
588,Entry long,2021-06-07 23:30,BUY,177.42,75.15,13333.113,-1428.28,-10.71,15.04,0.11,-1880.07,-14.10,31952.04,31.95
589,Exit long,2021-06-08 15:30,EXIT_LONG,158.42,75.17,13335.158,-1427.15,-10.70,6.02,0.05,-1879.06,-14.09,30524.88,30.52
589,Entry long,2021-06-07 23:45,BUY,177.4,75.17,13335.158,-1427.15,-10.70,6.02,0.05,-1879.06,-14.09,30524.88,30.52
590,Exit long,2021-06-08 15:30,EXIT_LONG,158.42,75.17,13330.6478,-1422.64,-10.67,3.01,0.02,-1874.55,-14.06,29102.24,29.10
590,Entry long,2021-06-08 00:00,BUY,177.34,75.17,13330.6478,-1422.64,-10.67,3.01,0.02,-1874.55,-14.06,29102.24,29.10
591,Exit long,2021-06-09 00:15,EXIT_LONG,154.65,84,12905.76,84.87,0.66,146.2,1.13,-735.22,-5.70,29187.1,29.19
591,Entry long,2021-06-08 22:00,BUY,153.64,84,12905.76,84.87,0.66,146.2,1.13,-735.22,-5.70,29187.1,29.19
592,Exit long,2021-06-09 00:15,EXIT_LONG,154.65,84.92,12889.1576,243.79,1.89,305.8,2.37,-585.27,-4.54,29430.9,29.43
592,Entry long,2021-06-08 22:15,BUY,151.78,84.92,12889.1576,243.79,1.89,305.8,2.37,-585.27,-4.54,29430.9,29.43
593,Exit long,2021-06-09 00:15,EXIT_LONG,154.65,85.15,12882.3435,286.19,2.22,348.37,2.70,-545.12,-4.23,29717.09,29.72
593,Entry long,2021-06-08 22:30,BUY,151.29,85.15,12882.3435,286.19,2.22,348.37,2.70,-545.12,-4.23,29717.09,29.72
594,Exit long,2021-06-09 13:15,EXIT_LONG,156.32,83.58,12957.4074,107.93,0.83,143.06,1.10,-227.56,-1.75,29825.01,29.83
594,Entry long,2021-06-09 10:15,BUY,155.03,83.58,12957.4074,107.93,0.83,143.06,1.10,-227.56,-1.75,29825.01,29.83
595,Exit long,2021-06-09 13:15,EXIT_LONG,156.32,83.93,12950.399,169.71,1.31,204.99,1.58,-167.19,-1.29,29994.72,29.99
595,Entry long,2021-06-09 10:30,BUY,154.3,83.93,12950.399,169.71,1.31,204.99,1.58,-167.19,-1.29,29994.72,29.99
596,Exit long,2021-06-09 13:15,EXIT_LONG,156.32,84.14,12942.4148,210.56,1.63,245.93,1.90,-127.18,-0.98,30205.28,30.21
596,Entry long,2021-06-09 10:45,BUY,153.82,84.14,12942.4148,210.56,1.63,245.93,1.90,-127.18,-0.98,30205.28,30.21
597,Exit long,2021-06-11 05:00,EXIT_LONG,167.16,79.34,13015.727,246.87,1.90,261.16,2.01,-153.2,-1.18,30452.15,30.45
597,Entry long,2021-06-11 01:15,BUY,164.05,79.34,13015.727,246.87,1.90,261.16,2.01,-153.2,-1.18,30452.15,30.45
598,Exit long,2021-06-11 05:00,EXIT_LONG,167.16,79.42,13015.3496,260.63,2.00,274.93,2.11,-139.85,-1.07,30712.78,30.71
598,Entry long,2021-06-11 01:30,BUY,163.88,79.42,13015.3496,260.63,2.00,274.93,2.11,-139.85,-1.07,30712.78,30.71
599,Exit long,2021-06-11 05:00,EXIT_LONG,167.16,79.37,13011.9178,255.7,1.96,269.99,2.07,-144.53,-1.11,30968.48,30.97
599,Entry long,2021-06-11 01:45,BUY,163.94,79.37,13011.9178,255.7,1.96,269.99,2.07,-144.53,-1.11,30968.48,30.97
600,Exit long,2021-06-12 15:00,EXIT_LONG,156.83,78.38,13087.1086,-794.85,-6.07,33.72,0.26,-1005.72,-7.68,30173.63,30.17
600,Entry long,2021-06-11 23:30,BUY,166.97,78.38,13087.1086,-794.85,-6.07,33.72,0.26,-1005.72,-7.68,30173.63,30.17
601,Exit long,2021-06-12 15:00,EXIT_LONG,156.83,78.73,13089.6498,-742.5,-5.67,84.27,0.64,-954.3,-7.29,29431.13,29.43
601,Entry long,2021-06-11 23:45,BUY,166.26,78.73,13089.6498,-742.5,-5.67,84.27,0.64,-954.3,-7.29,29431.13,29.43
602,Exit long,2021-06-12 15:00,EXIT_LONG,156.83,78.68,13086.8444,-747.53,-5.71,78.71,0.60,-959.21,-7.33,28683.59,28.68
602,Entry long,2021-06-12 00:00,BUY,166.33,78.68,13086.8444,-747.53,-5.71,78.71,0.60,-959.21,-7.33,28683.59,28.68
603,Exit long,2021-06-13 15:00,EXIT_LONG,159.23,80.58,12862.9854,-32.24,-0.25,0,0.00,-258.71,-2.01,28651.35,28.65
603,Entry long,2021-06-13 11:15,BUY,159.63,80.58,12862.9854,-32.24,-0.25,0,0.00,-258.71,-2.01,28651.35,28.65
604,Exit long,2021-06-13 15:00,EXIT_LONG,159.23,81,12852.27,45.37,0.35,64,0.50,-182.29,-1.42,28696.72,28.70
604,Entry long,2021-06-13 11:30,BUY,158.67,81,12852.27,45.37,0.35,64,0.50,-182.29,-1.42,28696.72,28.70
605,Exit long,2021-06-13 15:00,EXIT_LONG,159.23,81.21,12849.0462,82.04,0.64,100.72,0.78,-146.21,-1.14,28778.76,28.78
605,Entry long,2021-06-13 11:45,BUY,158.22,81.21,12849.0462,82.04,0.64,100.72,0.78,-146.21,-1.14,28778.76,28.78
606,Exit long,2021-06-14 20:45,EXIT_LONG,168.08,77.23,12874.241,106.6,0.83,139.04,1.08,-27.81,-0.22,28885.36,28.89
606,Entry long,2021-06-14 18:00,BUY,166.7,77.23,12874.241,106.6,0.83,139.04,1.08,-27.81,-0.22,28885.36,28.89
607,Exit long,2021-06-16 02:00,EXIT_LONG,175.55,74.14,12883.3078,132.02,1.02,156.5,1.21,-120.15,-0.93,29017.38,29.02
607,Entry long,2021-06-15 22:30,BUY,173.77,74.14,12883.3078,132.02,1.02,156.5,1.21,-120.15,-0.93,29017.38,29.02
608,Exit long,2021-06-16 02:00,EXIT_LONG,175.55,74.18,12882.8406,139.51,1.08,164,1.27,-112.8,-0.88,29156.9,29.16
608,Entry long,2021-06-15 22:45,BUY,173.67,74.18,12882.8406,139.51,1.08,164,1.27,-112.8,-0.88,29156.9,29.16
609,Exit long,2021-06-16 02:00,EXIT_LONG,175.55,74.2,12881.12,144.75,1.12,169.24,1.31,-107.63,-0.84,29301.65,29.30
609,Entry long,2021-06-15 23:00,BUY,173.6,74.2,12881.12,144.75,1.12,169.24,1.31,-107.63,-0.84,29301.65,29.30
610,Exit long,2021-06-16 12:45,EXIT_LONG,173.41,75.34,12929.8508,134.86,1.04,193.62,1.50,-29.38,-0.23,29436.5,29.44
610,Entry long,2021-06-16 10:15,BUY,171.62,75.34,12929.8508,134.86,1.04,193.62,1.50,-29.38,-0.23,29436.5,29.44
611,Exit long,2021-06-17 02:00,EXIT_LONG,167.59,76,12945.84,-209,-1.61,19,0.15,-464.36,-3.59,29227.5,29.23
611,Entry long,2021-06-16 19:15,BUY,170.34,76,12945.84,-209,-1.61,19,0.15,-464.36,-3.59,29227.5,29.23
612,Exit long,2021-06-17 02:00,EXIT_LONG,167.59,76.06,12942.3696,-195.47,-1.51,21.3,0.16,-451.04,-3.48,29032.03,29.03
612,Entry long,2021-06-16 19:30,BUY,170.16,76.06,12942.3696,-195.47,-1.51,21.3,0.16,-451.04,-3.48,29032.03,29.03
613,Exit long,2021-06-17 02:00,EXIT_LONG,167.59,76.27,12934.6293,-152.54,-1.18,64.83,0.50,-408.81,-3.16,28879.49,28.88
613,Entry long,2021-06-16 19:45,BUY,169.59,76.27,12934.6293,-152.54,-1.18,64.83,0.50,-408.81,-3.16,28879.49,28.88
614,Exit long,2021-06-18 06:30,EXIT_LONG,165.32,76.06,12887.6064,-313.37,-2.43,64.65,0.50,-504.28,-3.91,28566.12,28.57
614,Entry long,2021-06-17 21:15,BUY,169.44,76.06,12887.6064,-313.37,-2.43,64.65,0.50,-504.28,-3.91,28566.12,28.57
615,Exit long,2021-06-18 06:30,EXIT_LONG,165.32,76.14,12885.1722,-297.71,-2.31,80.71,0.63,-488.82,-3.79,28268.41,28.27
615,Entry long,2021-06-17 21:30,BUY,169.23,76.14,12885.1722,-297.71,-2.31,80.71,0.63,-488.82,-3.79,28268.41,28.27
616,Exit long,2021-06-18 06:30,EXIT_LONG,165.32,76.27,12878.9522,-270,-2.10,109.07,0.85,-461.43,-3.58,27998.42,28.00
616,Entry long,2021-06-17 22:00,BUY,168.86,76.27,12878.9522,-270,-2.10,109.07,0.85,-461.43,-3.58,27998.42,28.00
617,Exit long,2021-06-18 19:00,EXIT_LONG,165.31,78.71,12797.4589,214.11,1.67,224.35,1.75,-99.18,-0.77,28212.53,28.21
617,Entry long,2021-06-18 18:15,BUY,162.59,78.71,12797.4589,214.11,1.67,224.35,1.75,-99.18,-0.77,28212.53,28.21
618,Exit long,2021-06-19 05:45,EXIT_LONG,155.39,79.22,12820.1726,-510.23,-3.98,106.17,0.83,-842.19,-6.57,27702.3,27.70
618,Entry long,2021-06-18 21:15,BUY,161.83,79.22,12820.1726,-510.23,-3.98,106.17,0.83,-842.19,-6.57,27702.3,27.70
619,Exit long,2021-06-19 05:45,EXIT_LONG,155.39,80.13,12800.7675,-349.4,-2.73,75.33,0.59,-685.18,-5.35,27352.9,27.35
619,Entry long,2021-06-18 22:15,BUY,159.75,80.13,12800.7675,-349.4,-2.73,75.33,0.59,-685.18,-5.35,27352.9,27.35
620,Exit long,2021-06-19 05:45,EXIT_LONG,155.39,80.14,12806.372,-353.45,-2.76,71.33,0.56,-689.27,-5.38,26999.45,27.00
620,Entry long,2021-06-18 22:30,BUY,159.8,80.14,12806.372,-353.45,-2.76,71.33,0.56,-689.27,-5.38,26999.45,27.00
