Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
4739,Entry long,11/21/2025 12:00,BUY,81.7400,234.1505,19139.4639,376.98,0.38,480.01,0.48,-405.08,-0.41,92134.59,92.13
4740,Exit long,11/21/2025 13:45,EXIT_LONG,83.3500,234.1017,19512.3808,372.22,0.37,475.23,0.48,-409.68,-0.41,92506.81,92.51
4740,Entry long,11/21/2025 12:15,BUY,81.7600,234.1017,19140.1591,372.22,0.37,475.23,0.48,-409.68,-0.41,92506.81,92.51
4741,Exit long,11/24/2025 02:15,EXIT_LONG,84.2500,233.3699,19661.4120,410.73,0.41,585.76,0.59,-70.01,-0.07,92917.54,92.92
4741,Entry long,11/24/2025 00:15,BUY,82.4900,233.3699,19250.6810,410.73,0.41,585.76,0.59,-70.01,-0.07,92917.54,92.92
4742,Exit long,11/25/2025 12:15,EXIT_LONG,84.2600,229.3907,19328.4566,36.70,0.04,114.70,0.11,-133.05,-0.13,92954.24,92.95
4742,Entry long,11/25/2025 08:00,BUY,84.1000,229.3907,19291.7541,36.70,0.04,114.70,0.11,-133.05,-0.13,92954.24,92.95
4743,Exit long,11/25/2025 12:15,EXIT_LONG,84.2600,229.4643,19334.6641,43.60,0.04,121.62,0.12,-126.21,-0.13,92997.84,93
4743,Entry long,11/25/2025 08:15,BUY,84.0700,229.4643,19291.0659,43.60,0.04,121.62,0.12,-126.21,-0.13,92997.84,93
4744,Exit long,11/25/2025 12:15,EXIT_LONG,84.2600,230.2979,19404.8992,131.27,0.13,209.57,0.21,-39.15,-0.04,93129.11,93.13
4744,Entry long,11/25/2025 09:00,BUY,83.6900,230.2979,19273.6294,131.27,0.13,209.57,0.21,-39.15,-0.04,93129.11,93.13
4745,Exit long,11/26/2025 13:45,EXIT_LONG,84.4400,229.9704,19418.6975,105.79,0.11,156.38,0.16,-87.39,-0.09,93234.90,93.23
4745,Entry long,11/26/2025 11:30,BUY,83.9800,229.9704,19312.9111,105.79,0.11,156.38,0.16,-87.39,-0.09,93234.90,93.23
4746,Exit long,11/26/2025 13:45,EXIT_LONG,84.4400,230.7620,19485.5465,179.99,0.18,230.76,0.23,-13.85,-0.01,93414.89,93.41
4746,Entry long,11/26/2025 12:15,BUY,83.6600,230.7620,19305.5521,179.99,0.18,230.76,0.23,-13.85,-0.01,93414.89,93.41
4747,Exit long,11/28/2025 08:15,EXIT_LONG,85.2200,223.3428,19033.2761,-308.21,-0.31,60.30,0.06,-484.65,-0.48,93106.68,93.11
4747,Entry long,11/27/2025 22:45,BUY,86.6000,223.3428,19341.4892,-308.21,-0.31,60.30,0.06,-484.65,-0.48,93106.68,93.11
4748,Exit long,11/28/2025 08:15,EXIT_LONG,85.2200,223.3170,19031.0785,-310.41,-0.31,58.06,0.06,-486.83,-0.49,92796.27,92.80
4748,Entry long,11/27/2025 23:00,BUY,86.6100,223.3170,19341.4892,-310.41,-0.31,58.06,0.06,-486.83,-0.49,92796.27,92.80
4749,Exit long,11/28/2025 08:15,EXIT_LONG,85.2200,223.5830,19053.7447,-281.71,-0.28,13.41,0.01,-458.35,-0.46,92514.55,92.51
4749,Entry long,11/28/2025 00:15,BUY,86.4800,223.5830,19335.4593,-281.71,-0.28,13.41,0.01,-458.35,-0.46,92514.55,92.51
4750,Exit long,11/28/2025 21:00,EXIT_LONG,84.6600,230.1154,19481.5708,230.12,0.23,273.84,0.27,-121.96,-0.12,92744.67,92.74
4750,Entry long,11/28/2025 17:45,BUY,83.6600,230.1154,19251.4554,230.12,0.23,273.84,0.27,-121.96,-0.12,92744.67,92.74
4751,Exit long,11/28/2025 21:00,EXIT_LONG,84.6600,230.0659,19477.3802,225.46,0.23,269.18,0.27,-126.54,-0.13,92970.13,92.97
4751,Entry long,11/28/2025 18:00,BUY,83.6800,230.0659,19251.9156,225.46,0.23,269.18,0.27,-126.54,-0.13,92970.13,92.97
4752,Exit long,11/28/2025 21:00,EXIT_LONG,84.6600,229.8462,19458.7821,202.26,0.20,245.94,0.25,-62.06,-0.06,93172.40,93.17
4752,Entry long,11/28/2025 18:15,BUY,83.7800,229.8462,19256.5174,202.26,0.20,245.94,0.25,-62.06,-0.06,93172.40,93.17
4753,Exit long,11/29/2025 19:30,EXIT_LONG,83.8800,231.3165,19402.8269,85.59,0.09,101.78,0.10,-85.59,-0.09,93257.99,93.26
4753,Entry long,11/29/2025 18:00,BUY,83.5100,231.3165,19317.2398,85.59,0.09,101.78,0.10,-85.59,-0.09,93257.99,93.26
4754,Exit long,11/29/2025 19:30,EXIT_LONG,83.8800,231.3664,19407.0101,90.23,0.09,106.43,0.11,-80.98,-0.08,93348.22,93.35
4754,Entry long,11/29/2025 18:15,BUY,83.4900,231.3664,19316.7772,90.23,0.09,106.43,0.11,-80.98,-0.08,93348.22,93.35
4755,Exit long,11/29/2025 19:30,EXIT_LONG,83.8800,231.7886,19442.4236,134.44,0.13,150.66,0.15,-37.09,-0.04,93482.66,93.48
4755,Entry long,11/29/2025 18:30,BUY,83.3000,231.7886,19307.9862,134.44,0.13,150.66,0.15,-37.09,-0.04,93482.66,93.48
4756,Exit long,12/1/2025 08:30,EXIT_LONG,77.8200,232.6631,18105.8445,-1242.42,-1.24,2.33,0,-1447.16,-1.45,92240.23,92.24
4756,Entry long,11/30/2025 23:30,BUY,83.1600,232.6631,19348.2656,-1242.42,-1.24,2.33,0,-1447.16,-1.45,92240.23,92.24
4757,Exit long,12/1/2025 08:30,EXIT_LONG,77.8200,233.2692,18153.0088,-1189.67,-1.19,23.33,0.02,-1394.95,-1.39,91050.56,91.05
4757,Entry long,11/30/2025 23:45,BUY,82.9200,233.2692,19342.6817,-1189.67,-1.19,23.33,0.02,-1394.95,-1.39,91050.56,91.05
4758,Exit long,12/1/2025 08:30,EXIT_LONG,77.8200,234.5213,18250.4493,-1067.07,-1.07,30.49,0.03,-1273.45,-1.27,89983.49,89.98
4758,Entry long,12/1/2025 00:00,BUY,82.3700,234.5213,19317.5213,-1067.07,-1.07,30.49,0.03,-1273.45,-1.27,89983.49,89.98
4759,Exit long,12/1/2025 18:15,EXIT_LONG,76.0800,247.8261,18854.6098,-143.74,-0.14,178.43,0.18,-495.65,-0.50,89839.75,89.84
4759,Entry long,12/1/2025 12:45,BUY,76.6600,247.8261,18998.3490,-143.74,-0.14,178.43,0.18,-495.65,-0.50,89839.75,89.84
4760,Exit long,12/1/2025 18:15,EXIT_LONG,76.0800,247.1043,18799.6959,-205.10,-0.21,116.14,0.12,-555.98,-0.56,89634.65,89.63
4760,Entry long,12/1/2025 13:00,BUY,76.9100,247.1043,19004.7925,-205.10,-0.21,116.14,0.12,-555.98,-0.56,89634.65,89.63
4761,Exit long,12/1/2025 18:15,EXIT_LONG,76.0800,248.1537,18879.5330,-104.22,-0.10,215.89,0.22,-456.60,-0.46,89530.43,89.53
4761,Entry long,12/1/2025 13:30,BUY,76.5000,248.1537,18983.7576,-104.22,-0.10,215.89,0.22,-456.60,-0.46,89530.43,89.53
4762,Exit long,12/4/2025 15:45,EXIT_LONG,84.6200,222.6626,18841.7116,-111.33,-0.11,46.76,0.05,-405.25,-0.41,89419.10,89.42
4762,Entry long,12/4/2025 09:00,BUY,85.1200,222.6626,18953.0430,-111.33,-0.11,46.76,0.05,-405.25,-0.41,89419.10,89.42
4763,Exit long,12/4/2025 15:45,EXIT_LONG,84.6200,222.7804,18851.6785,-100.25,-0.10,28.96,0.03,-394.32,-0.39,89318.85,89.32
4763,Entry long,12/4/2025 09:15,BUY,85.0700,222.7804,18951.9296,-100.25,-0.10,28.96,0.03,-394.32,-0.39,89318.85,89.32
4764,Exit long,12/4/2025 15:45,EXIT_LONG,84.6200,222.9902,18869.4286,-78.05,-0.08,51.29,0.05,-372.39,-0.37,89240.80,89.24
4764,Entry long,12/4/2025 09:30,BUY,84.9700,222.9902,18947.4752,-78.05,-0.08,51.29,0.05,-372.39,-0.37,89240.80,89.24
4765,Exit long,12/4/2025 20:30,EXIT_LONG,83.7000,228.7727,19148.2773,224.20,0.22,247.07,0.25,-128.11,-0.13,89465,89.46
4765,Entry long,12/4/2025 19:15,BUY,82.7200,228.7727,18924.0800,224.20,0.22,247.07,0.25,-128.11,-0.13,89465,89.46
4766,Exit long,12/4/2025 20:30,EXIT_LONG,83.7000,228.8004,19150.5924,226.51,0.23,249.39,0.25,-18.30,-0.02,89691.51,89.69
4766,Entry long,12/4/2025 19:30,BUY,82.7100,228.8004,18924.0800,226.51,0.23,249.39,0.25,-18.30,-0.02,89691.51,89.69
4767,Exit long,12/5/2025 15:15,EXIT_LONG,82.3900,229.6785,18923.2153,-45.94,-0.05,91.87,0.09,-236.57,-0.24,89645.57,89.65
4767,Entry long,12/5/2025 09:30,BUY,82.5900,229.6785,18969.1510,-45.94,-0.05,91.87,0.09,-236.57,-0.24,89645.57,89.65
4768,Exit long,12/5/2025 15:15,EXIT_LONG,82.3900,230.3313,18976.9993,13.82,0.01,152.02,0.15,-177.36,-0.18,89659.39,89.66
4768,Entry long,12/5/2025 09:45,BUY,82.3300,230.3313,18963.1794,13.82,0.01,152.02,0.15,-177.36,-0.18,89659.39,89.66
4769,Exit long,12/5/2025 15:15,EXIT_LONG,82.3900,230.7577,19012.1286,57.69,0.06,196.14,0.20,-133.84,-0.13,89717.08,89.72
4769,Entry long,12/5/2025 10:00,BUY,82.1400,230.7577,18954.4392,57.69,0.06,196.14,0.20,-133.84,-0.13,89717.08,89.72
4770,Exit long,12/5/2025 22:45,EXIT_LONG,80.2800,233.5842,18752.1392,-219.57,-0.22,93.43,0.09,-380.74,-0.38,89497.51,89.50
4770,Entry long,12/5/2025 16:15,BUY,81.2200,233.5842,18971.7084,-219.57,-0.22,93.43,0.09,-380.74,-0.38,89497.51,89.50
4771,Exit long,12/5/2025 22:45,EXIT_LONG,80.2800,236.2019,18962.2885,14.17,0.01,212.58,0.21,-148.81,-0.15,89511.69,89.51
4771,Entry long,12/5/2025 16:45,BUY,80.2200,236.2019,18948.1164,14.17,0.01,212.58,0.21,-148.81,-0.15,89511.69,89.51
4772,Exit long,12/5/2025 22:45,EXIT_LONG,80.2800,235.5525,18910.1522,-51.82,-0.05,146.04,0.15,-214.35,-0.21,89459.87,89.46
4772,Entry long,12/5/2025 17:00,BUY,80.5000,235.5525,18961.9737,-51.82,-0.05,146.04,0.15,-214.35,-0.21,89459.87,89.46
4773,Exit long,12/7/2025 16:00,EXIT_LONG,81.6400,234.9453,19180.9318,234.95,0.23,244.34,0.24,-178.56,-0.18,89694.81,89.69
4773,Entry long,12/7/2025 14:30,BUY,80.6400,234.9453,18945.9865,234.95,0.23,244.34,0.24,-178.56,-0.18,89694.81,89.69
4774,Exit long,12/7/2025 16:00,EXIT_LONG,81.6400,235.9994,19266.9878,330.40,0.33,339.84,0.34,-84.96,-0.08,90025.21,90.03
4774,Entry long,12/7/2025 14:45,BUY,80.2400,235.9994,18936.5887,330.40,0.33,339.84,0.34,-84.96,-0.08,90025.21,90.03
4775,Exit long,12/7/2025 16:00,EXIT_LONG,81.6400,236.5839,19314.7075,390.36,0.39,399.83,0.40,-16.56,-0.02,90415.57,90.42
4775,Entry long,12/7/2025 15:00,BUY,79.9900,236.5839,18924.3441,390.36,0.39,399.83,0.40,-16.56,-0.02,90415.57,90.42
4776,Exit long,12/8/2025 01:15,EXIT_LONG,81.6700,235.3424,19220.4176,178.86,0.18,305.95,0.31,-75.31,-0.08,90594.43,90.59
4776,Entry long,12/7/2025 22:15,BUY,80.9100,235.3424,19041.5573,178.86,0.18,305.95,0.31,-75.31,-0.08,90594.43,90.59
4777,Exit long,12/8/2025 01:15,EXIT_LONG,81.6700,234.9505,19188.4072,143.32,0.14,270.19,0.27,-110.43,-0.11,90737.75,90.74
4777,Entry long,12/7/2025 22:30,BUY,81.0600,234.9505,19045.0874,143.32,0.14,270.19,0.27,-110.43,-0.11,90737.75,90.74
4778,Exit long,12/8/2025 01:15,EXIT_LONG,81.6700,235.4386,19228.2709,193.06,0.19,320.20,0.32,-4.71,-0,90930.81,90.93
4778,Entry long,12/7/2025 23:15,BUY,80.8500,235.4386,19035.2113,193.06,0.19,320.20,0.32,-4.71,-0,90930.81,90.93
4779,Exit long,12/10/2025 09:45,EXIT_LONG,84.4700,225.8734,19079.5289,-13.55,-0.01,76.80,0.08,-126.49,-0.13,90917.26,90.92
4779,Entry long,12/10/2025 03:30,BUY,84.5300,225.8734,19093.0813,-13.55,-0.01,76.80,0.08,-126.49,-0.13,90917.26,90.92
4780,Exit long,12/10/2025 09:45,EXIT_LONG,84.4700,226.1356,19101.6776,11.31,0.01,101.76,0.10,-101.76,-0.10,90928.57,90.93
4780,Entry long,12/10/2025 04:15,BUY,84.4200,226.1356,19090.3708,11.31,0.01,101.76,0.10,-101.76,-0.10,90928.57,90.93
4781,Exit long,12/10/2025 09:45,EXIT_LONG,84.4700,226.3099,19116.4009,29.42,0.03,119.94,0.12,-83.73,-0.08,90957.99,90.96
4781,Entry long,12/10/2025 04:30,BUY,84.3400,226.3099,19086.9806,29.42,0.03,119.94,0.12,-83.73,-0.08,90957.99,90.96
4782,Exit long,12/10/2025 13:00,EXIT_LONG,84.2200,227.8463,19189.2157,93.42,0.09,141.26,0.14,-15.95,-0.02,91051.40,91.05
4782,Entry long,12/10/2025 11:00,BUY,83.8100,227.8463,19095.7987,93.42,0.09,141.26,0.14,-15.95,-0.02,91051.40,91.05
4783,Exit long,12/11/2025 06:45,EXIT_LONG,81.3600,229.3259,18657.9549,-447.19,-0.45,16.05,0.02,-687.98,-0.69,90604.22,90.60
4783,Entry long,12/11/2025 00:45,BUY,83.3100,229.3259,19105.1404,-447.19,-0.45,16.05,0.02,-687.98,-0.69,90604.22,90.60
4784,Exit long,12/11/2025 06:45,EXIT_LONG,81.3600,230.6752,18767.7341,-325.25,-0.33,2.31,0,-567.46,-0.57,90278.97,90.28
4784,Entry long,12/11/2025 01:00,BUY,82.7700,230.6752,19092.9862,-325.25,-0.33,2.31,0,-567.46,-0.57,90278.97,90.28
4785,Exit long,12/11/2025 06:45,EXIT_LONG,81.3600,232.1568,18888.2791,-174.12,-0.17,97.51,0.10,-417.88,-0.42,90104.85,90.10
4785,Entry long,12/11/2025 01:15,BUY,82.1100,232.1568,19062.3968,-174.12,-0.17,97.51,0.10,-417.88,-0.42,90104.85,90.10
4786,Exit long,12/12/2025 21:00,EXIT_LONG,81.5900,229.2353,18703.3096,-307.18,-0.31,29.80,0.03,-557.04,-0.56,89797.67,89.80
4786,Entry long,12/12/2025 15:30,BUY,82.9300,229.2353,19010.4849,-307.18,-0.31,29.80,0.03,-557.04,-0.56,89797.67,89.80
4787,Exit long,12/12/2025 21:00,EXIT_LONG,81.5900,230.8876,18838.1226,-157,-0.16,41.56,0.04,-408.67,-0.41,89640.67,89.64
4787,Entry long,12/12/2025 15:45,BUY,82.2700,230.8876,18995.1261,-157,-0.16,41.56,0.04,-408.67,-0.41,89640.67,89.64
4788,Exit long,12/12/2025 21:00,EXIT_LONG,81.5900,232.9869,19009.4010,55.92,0.06,205.03,0.21,-198.04,-0.20,89696.59,89.70
4788,Entry long,12/12/2025 16:00,BUY,81.3500,232.9869,18953.4842,55.92,0.06,205.03,0.21,-198.04,-0.20,89696.59,89.70
4789,Exit long,12/13/2025 08:30,EXIT_LONG,82.1700,232.3289,19090.4698,120.81,0.12,146.37,0.15,-4.65,-0,89817.40,89.82
4789,Entry long,12/13/2025 07:00,BUY,81.6500,232.3289,18969.6587,120.81,0.12,146.37,0.15,-4.65,-0,89817.40,89.82
4790,Exit long,12/13/2025 08:30,EXIT_LONG,82.1700,232.2294,19082.2905,111.47,0.11,137.02,0.14,-2.32,-0,89928.87,89.93
4790,Entry long,12/13/2025 07:15,BUY,81.6900,232.2294,18970.8204,111.47,0.11,137.02,0.14,-2.32,-0,89928.87,89.93
4791,Exit long,12/14/2025 12:45,EXIT_LONG,80.4000,234.5670,18859.1837,-133.70,-0.13,65.68,0.07,-368.27,-0.37,89795.17,89.80
4791,Entry long,12/14/2025 05:30,BUY,80.9700,234.5670,18992.8868,-133.70,-0.13,65.68,0.07,-368.27,-0.37,89795.17,89.80
4792,Exit long,12/14/2025 12:45,EXIT_LONG,80.4000,234.9820,18892.5565,-96.34,-0.10,103.39,0.10,-331.32,-0.33,89698.82,89.70
4792,Entry long,12/14/2025 06:30,BUY,80.8100,234.9820,18988.8992,-96.34,-0.10,103.39,0.10,-331.32,-0.33,89698.82,89.70
4793,Exit long,12/14/2025 12:45,EXIT_LONG,80.4000,235.4924,18933.5906,-44.74,-0.04,65.94,0.07,-280.24,-0.28,89654.08,89.65
4793,Entry long,12/14/2025 10:15,BUY,80.5900,235.4924,18978.3341,-44.74,-0.04,65.94,0.07,-280.24,-0.28,89654.08,89.65
4794,Exit long,12/14/2025 19:00,EXIT_LONG,79.4200,238.4686,18939.1763,-26.23,-0.03,28.62,0.03,-178.85,-0.18,89627.85,89.63
4794,Entry long,12/14/2025 14:45,BUY,79.5300,238.4686,18965.4079,-26.23,-0.03,28.62,0.03,-178.85,-0.18,89627.85,89.63
4795,Exit long,12/14/2025 19:00,EXIT_LONG,79.4200,238.9585,18978.0810,16.73,0.02,47.79,0.05,-136.21,-0.14,89644.57,89.64
4795,Entry long,12/14/2025 15:00,BUY,79.3500,238.9585,18961.3539,16.73,0.02,47.79,0.05,-136.21,-0.14,89644.57,89.64
4796,Exit long,12/14/2025 19:00,EXIT_LONG,79.4200,239.8573,19049.4653,105.54,0.11,136.72,0.14,-47.97,-0.05,89750.11,89.75
4796,Entry long,12/14/2025 15:15,BUY,78.9800,239.8573,18943.9281,105.54,0.11,136.72,0.14,-47.97,-0.05,89750.11,89.75
4797,Exit long,12/14/2025 23:30,EXIT_LONG,78.6900,242.5852,19089.0262,114.02,0.11,181.94,0.18,-63.07,-0.06,89864.13,89.86
4797,Entry long,12/14/2025 22:00,BUY,78.2200,242.5852,18975.0112,114.02,0.11,181.94,0.18,-63.07,-0.06,89864.13,89.86
4798,Exit long,12/15/2025 22:00,EXIT_LONG,77.0300,238.4629,18368.7939,-617.62,-0.62,0,0,-925.24,-0.93,89246.51,89.25
4798,Entry long,12/15/2025 15:00,BUY,79.6200,238.4629,18986.4127,-617.62,-0.62,0,0,-925.24,-0.93,89246.51,89.25
4799,Exit long,12/15/2025 22:00,EXIT_LONG,77.0300,239.8494,18475.6027,-498.89,-0.50,4.80,0,-808.29,-0.81,88747.62,88.75
4799,Entry long,12/15/2025 15:15,BUY,79.1100,239.8494,18974.4895,-498.89,-0.50,4.80,0,-808.29,-0.81,88747.62,88.75
4800,Exit long,12/15/2025 22:00,EXIT_LONG,77.0300,243.2867,18740.3761,-167.87,-0.17,192.20,0.19,-481.71,-0.48,88579.75,88.58
4800,Entry long,12/15/2025 15:30,BUY,77.7200,243.2867,18908.2440,-167.87,-0.17,192.20,0.19,-481.71,-0.48,88579.75,88.58
4801,Exit long,12/17/2025 11:45,EXIT_LONG,78.7200,240.5968,18939.7782,81.80,0.08,144.36,0.14,-115.49,-0.12,88661.56,88.66
4801,Entry long,12/17/2025 09:00,BUY,78.3800,240.5968,18857.9753,81.80,0.08,144.36,0.14,-115.49,-0.12,88661.56,88.66
4802,Exit long,12/17/2025 11:45,EXIT_LONG,78.7200,240.7350,18950.6590,93.89,0.09,156.48,0.16,-103.52,-0.10,88755.44,88.76
4802,Entry long,12/17/2025 09:15,BUY,78.3300,240.7350,18856.7723,93.89,0.09,156.48,0.16,-103.52,-0.10,88755.44,88.76
4803,Exit long,12/17/2025 11:45,EXIT_LONG,78.7200,241.1848,18986.0650,137.48,0.14,200.18,0.20,-60.30,-0.06,88892.92,88.89
4803,Entry long,12/17/2025 09:30,BUY,78.1500,241.1848,18848.5897,137.48,0.14,200.18,0.20,-60.30,-0.06,88892.92,88.89
4804,Exit long,12/17/2025 22:45,EXIT_LONG,76.0700,246.6609,18763.4947,-125.80,-0.13,165.26,0.17,-350.26,-0.35,88767.12,88.77
4804,Entry long,12/17/2025 16:30,BUY,76.5800,246.6609,18889.2918,-125.80,-0.13,165.26,0.17,-350.26,-0.35,88767.12,88.77
4805,Exit long,12/17/2025 22:45,EXIT_LONG,76.0700,247.1839,18803.2812,-81.57,-0.08,210.11,0.21,-306.51,-0.31,88685.55,88.69
4805,Entry long,12/17/2025 16:45,BUY,76.4000,247.1839,18884.8519,-81.57,-0.08,210.11,0.21,-306.51,-0.31,88685.55,88.69
4806,Exit long,12/17/2025 22:45,EXIT_LONG,76.0700,248.4870,18902.4024,42.24,0.04,206.24,0.21,-183.88,-0.18,88727.79,88.73
4806,Entry long,12/17/2025 18:45,BUY,75.9000,248.4870,18860.1597,42.24,0.04,206.24,0.21,-183.88,-0.18,88727.79,88.73
4807,Exit long,12/18/2025 08:15,EXIT_LONG,75.5900,251.1014,18980.7529,107.97,0.11,198.37,0.20,-92.91,-0.09,88835.77,88.84
4807,Entry long,12/18/2025 05:45,BUY,75.1600,251.1014,18872.7793,107.97,0.11,198.37,0.20,-92.91,-0.09,88835.77,88.84
4808,Exit long,12/18/2025 08:15,EXIT_LONG,75.5900,251.7682,19031.1555,163.65,0.16,254.29,0.25,-37.77,-0.04,88999.42,89
4808,Entry long,12/18/2025 06:00,BUY,74.9400,251.7682,18867.5062,163.65,0.16,254.29,0.25,-37.77,-0.04,88999.42,89
4809,Exit long,12/18/2025 22:00,EXIT_LONG,74.5500,253.8268,18922.7860,22.84,0.02,332.51,0.33,-461.96,-0.46,89022.26,89.02
4809,Entry long,12/18/2025 17:30,BUY,74.4600,253.8268,18899.9416,22.84,0.02,332.51,0.33,-461.96,-0.46,89022.26,89.02
4810,Exit long,12/20/2025 07:30,EXIT_LONG,76.8900,246.9588,18988.6616,86.44,0.09,150.64,0.15,-27.17,-0.03,89108.70,89.11
4810,Entry long,12/20/2025 05:00,BUY,76.5400,246.9588,18902.2260,86.44,0.09,150.64,0.15,-27.17,-0.03,89108.70,89.11
4811,Exit long,12/20/2025 07:30,EXIT_LONG,76.8900,247.1913,19006.5426,106.29,0.11,170.56,0.17,-7.42,-0.01,89214.99,89.21
4811,Entry long,12/20/2025 05:15,BUY,76.4600,247.1913,18900.2504,106.29,0.11,170.56,0.17,-7.42,-0.01,89214.99,89.21
4812,Exit long,12/21/2025 05:30,EXIT_LONG,77.3700,246.0213,19034.6686,113.17,0.11,140.23,0.14,-14.76,-0.01,89328.16,89.33
4812,Entry long,12/21/2025 02:45,BUY,76.9100,246.0213,18921.4988,113.17,0.11,140.23,0.14,-14.76,-0.01,89328.16,89.33
4813,Exit long,12/21/2025 17:00,EXIT_LONG,76.3500,247.0679,18863.6368,-69.18,-0.07,2.47,0,-289.07,-0.29,89258.98,89.26
4813,Entry long,12/21/2025 13:15,BUY,76.6300,247.0679,18932.8158,-69.18,-0.07,2.47,0,-289.07,-0.29,89258.98,89.26
4814,Exit long,12/21/2025 17:00,EXIT_LONG,76.3500,247.9386,18930.1155,4.96,0,66.94,0.07,-215.71,-0.22,89263.94,89.26
4814,Entry long,12/21/2025 13:30,BUY,76.3300,247.9386,18925.1567,4.96,0,66.94,0.07,-215.71,-0.22,89263.94,89.26
4815,Exit long,12/21/2025 17:00,EXIT_LONG,76.3500,248.6593,18985.1398,72.11,0.07,134.28,0.13,-149.20,-0.15,89336.05,89.34
4815,Entry long,12/21/2025 13:45,BUY,76.0600,248.6593,18913.0286,72.11,0.07,134.28,0.13,-149.20,-0.15,89336.05,89.34
4816,Exit long,12/23/2025 00:15,EXIT_LONG,77.1100,244.2100,18831.0367,-102.57,-0.10,29.31,0.03,-288.17,-0.29,89233.48,89.23
4816,Entry long,12/22/2025 19:30,BUY,77.5300,244.2100,18933.6049,-102.57,-0.10,29.31,0.03,-288.17,-0.29,89233.48,89.23
4817,Exit long,12/23/2025 00:15,EXIT_LONG,77.1100,244.2384,18833.2229,-100.14,-0.10,0,0,-285.76,-0.29,89133.34,89.13
4817,Entry long,12/22/2025 19:45,BUY,77.5200,244.2384,18933.3607,-100.14,-0.10,0,0,-285.76,-0.29,89133.34,89.13
4818,Exit long,12/23/2025 00:15,EXIT_LONG,77.1100,245.4366,18925.6183,14.73,0.01,68.72,0.07,-171.81,-0.17,89148.07,89.15
4818,Entry long,12/22/2025 20:00,BUY,77.0500,245.4366,18910.8921,14.73,0.01,68.72,0.07,-171.81,-0.17,89148.07,89.15
4819,Exit long,12/23/2025 15:30,EXIT_LONG,76.6100,248.9118,19069.1322,154.33,0.15,186.68,0.19,-47.29,-0.05,89302.39,89.30
4819,Entry long,12/23/2025 15:00,BUY,75.9900,248.9118,18914.8069,154.33,0.15,186.68,0.19,-47.29,-0.05,89302.39,89.30
4820,Exit long,12/24/2025 04:15,EXIT_LONG,76.8400,248.2003,19071.7136,141.47,0.14,163.81,0.16,-69.50,-0.07,89443.87,89.44
4820,Entry long,12/24/2025 03:00,BUY,76.2700,248.2003,18930.2395,141.47,0.14,163.81,0.16,-69.50,-0.07,89443.87,89.44
4821,Exit long,12/24/2025 04:15,EXIT_LONG,76.8400,248.7288,19112.3184,186.55,0.19,208.93,0.21,-24.87,-0.02,89630.42,89.63
4821,Entry long,12/24/2025 03:15,BUY,76.0900,248.7288,18925.7718,186.55,0.19,208.93,0.21,-24.87,-0.02,89630.42,89.63
4822,Exit long,12/24/2025 10:15,EXIT_LONG,76.1100,250.2051,19043.1071,80.07,0.08,120.10,0.12,-125.10,-0.13,89710.48,89.71
4822,Entry long,12/24/2025 05:45,BUY,75.7900,250.2051,18963.0415,80.07,0.08,120.10,0.12,-125.10,-0.13,89710.48,89.71
4823,Exit long,12/24/2025 10:15,EXIT_LONG,76.1100,250.7411,19083.9084,125.37,0.13,165.49,0.17,-80.24,-0.08,89835.85,89.84
4823,Entry long,12/24/2025 06:15,BUY,75.6100,250.7411,18958.5378,125.37,0.13,165.49,0.17,-80.24,-0.08,89835.85,89.84
4824,Exit long,12/24/2025 15:45,EXIT_LONG,76,252.0726,19157.5152,173.93,0.17,221.82,0.22,-7.56,-0.01,90009.78,90.01
4824,Entry long,12/24/2025 15:00,BUY,75.3100,252.0726,18983.5851,173.93,0.17,221.82,0.22,-7.56,-0.01,90009.78,90.01
4825,Exit long,12/24/2025 15:45,EXIT_LONG,76,251.7417,19132.3681,146.01,0.15,193.84,0.19,-35.24,-0.04,90155.79,90.16
4825,Entry long,12/24/2025 15:15,BUY,75.4200,251.7417,18986.3579,146.01,0.15,193.84,0.19,-35.24,-0.04,90155.79,90.16
4826,Exit long,12/26/2025 01:15,EXIT_LONG,76.3000,249.8106,19060.5451,44.97,0.04,99.92,0.10,-189.86,-0.19,90200.76,90.20
4826,Entry long,12/25/2025 23:00,BUY,76.1200,249.8106,19015.5792,44.97,0.04,99.92,0.10,-189.86,-0.19,90200.76,90.20
4827,Exit long,12/26/2025 01:15,EXIT_LONG,76.3000,249.4894,19036.0412,17.46,0.02,72.35,0.07,-217.06,-0.22,90218.22,90.22
4827,Entry long,12/25/2025 23:15,BUY,76.2300,249.4894,19018.5769,17.46,0.02,72.35,0.07,-217.06,-0.22,90218.22,90.22
4828,Exit long,12/26/2025 01:15,EXIT_LONG,76.3000,250.0440,19078.3534,70.01,0.07,125.02,0.13,-165.03,-0.17,90288.23,90.29
4828,Entry long,12/25/2025 23:30,BUY,76.0200,250.0440,19008.3411,70.01,0.07,125.02,0.13,-165.03,-0.17,90288.23,90.29
4829,Exit long,12/26/2025 17:45,EXIT_LONG,76.5300,250.6431,19181.7157,152.89,0.15,208.03,0.21,-110.28,-0.11,90441.13,90.44
