time,close,log_ret,trend,rv20,hurst,state_k2,label_k2,conf_k2,state_k3,label_k3,conf_k3,state_k4,label_k4,conf_k4,state_k5,label_k5,conf_k5,state_k6,label_k6,conf_k6
1718704800,65435.52,-0.0005255702252231487,-0.00035322837062626094,0.005523011369314643,0.6157810587875998,0,Bear/Volatile (trending),0.9853566301206417,2,Bull/Normal (trending),0.9522598468344698,2,Bear/Normal (trending),0.9999368532228364,0,Bear/Volatile (trending),0.9990880122004969,0,Bear/Volatile (trending),0.9999898065008203
1718708400,65366.0,-0.0010629846892626915,-0.00034778328273417494,0.005516199364619553,0.6213437617102855,0,Bear/Volatile (trending),0.9339049618811941,2,Bull/Normal (trending),0.9746180083119592,2,Bear/Normal (trending),0.9999487236104914,0,Bear/Volatile (trending),0.9940514428091715,0,Bear/Volatile (trending),0.999989569554428
1718712000,65231.95,-0.0020528660224261586,-0.00035353168397635106,0.005191011082772449,0.6111700951927181,0,Bear/Volatile (trending),0.7182810076599877,2,Bull/Normal (trending),0.989680896388287,2,Bear/Normal (trending),0.9999671614940342,0,Bear/Volatile (trending),0.9676491132895523,0,Bear/Volatile (trending),0.9999865828894756
1718715600,64844.0,-0.005964994302305016,-0.0003904962643936184,0.004600465923579827,0.6122861380646555,1,Bull/Calm (trending),0.6863358455264679,2,Bull/Normal (trending),0.996692546085377,2,Bear/Normal (trending),0.999981373554635,0,Bear/Volatile (trending),0.8675629385578515,0,Bear/Volatile (trending),0.9999652076962751
1718719200,64633.99,-0.003243951874216222,-0.0004443275360017465,0.004128253384296167,0.6013814735221372,1,Bull/Calm (trending),0.9135842744617252,2,Bull/Normal (trending),0.9974673158577482,2,Bear/Normal (trending),0.9999754756669537,0,Bear/Volatile (trending),0.7370363328730154,0,Bear/Volatile (trending),0.9999376989562023
1718722800,64706.0,0.001113499505301263,-0.0004935013655070528,0.004052716209975571,0.6114838556957095,1,Bull/Calm (trending),0.9765088253166584,2,Bull/Normal (trending),0.9978367365596416,2,Bear/Normal (trending),0.9999806498798045,3,Bull/Calm (trending),0.5777814329373093,0,Bear/Volatile (trending),0.9999306490537514
1718726400,64700.99,-7.74301295862756e-05,-0.0005209049648864247,0.004004784671171726,0.6107916958729241,1,Bull/Calm (trending),0.9935933446627764,2,Bull/Normal (trending),0.9981334887245541,2,Bear/Normal (trending),0.9999791763533638,3,Bull/Calm (trending),0.5626973548901064,0,Bear/Volatile (trending),0.9999321507884124
1718730000,64610.0,-0.0014073052107512751,-0.0005555212873120318,0.003897519496301815,0.620810262667923,1,Bull/Calm (trending),0.9982129190637058,2,Bull/Normal (trending),0.9987503285754996,2,Bear/Normal (trending),0.9999831499336242,3,Bull/Calm (trending),0.7039029754817611,0,Bear/Volatile (trending),0.9999178703987629
1718733600,64678.01,0.0010520698133280604,-0.000593256561181363,0.003890014624342683,0.6275118986544421,1,Bull/Calm (trending),0.9993396219266946,2,Bull/Normal (trending),0.9991472934775257,2,Bear/Normal (trending),0.9999838047953691,3,Bull/Calm (trending),0.7974467943693611,0,Bear/Volatile (trending),0.9999223043694964
1718737200,64412.19,-0.004118366471088208,-0.0006440323301929777,0.003930785918588978,0.6287321875331356,1,Bull/Calm (trending),0.9996154159347805,2,Bull/Normal (trending),0.9992535825757728,2,Bear/Normal (trending),0.9999808953804459,3,Bull/Calm (trending),0.8584568416700866,0,Bear/Volatile (trending),0.99991555501811
1718740800,64936.51,0.0081071224026239,-0.0006417721558402818,0.0037870960346042537,0.6224324491285306,1,Bull/Calm (trending),0.9997678194274382,2,Bull/Normal (trending),0.9992751907929798,2,Bear/Normal (trending),0.9999785806905714,3,Bull/Calm (trending),0.9174874024900274,0,Bear/Volatile (trending),0.9996831062699533
1718744400,65220.02,0.004356453700589569,-0.0006518572101502009,0.0033287945926058367,0.6272239647993111,1,Bull/Calm (trending),0.9998803927531983,2,Bull/Normal (trending),0.9994589493719744,2,Bear/Normal (trending),0.9999798208008212,3,Bull/Calm (trending),0.9723784103318545,0,Bear/Volatile (trending),0.9983972562083219
1718748000,65279.99,0.0009190804540377684,-0.0006457545718810927,0.0031202542382915564,0.621084754327948,1,Bull/Calm (trending),0.9999147092670966,2,Bull/Normal (trending),0.9994996965649379,2,Bear/Normal (trending),0.9999748928844873,3,Bull/Calm (trending),0.9917531251846871,0,Bear/Volatile (trending),0.9962733697116632
1718751600,65175.32,-0.0016046878039794876,-0.0006514229639179395,0.0031329130974604266,0.628758557515005,1,Bull/Calm (trending),0.9999178151278542,2,Bull/Normal (trending),0.9995989537395237,2,Bear/Normal (trending),0.9999798368658115,3,Bull/Calm (trending),0.9976394743147441,0,Bear/Volatile (trending),0.9938361328994464
1718755200,65142.54,-0.0005030776394168157,-0.0006701638640307298,0.003116275082964136,0.6236834185158224,1,Bull/Calm (trending),0.9999103461042096,2,Bull/Normal (trending),0.9995262153785972,2,Bear/Normal (trending),0.9999745117358141,3,Bull/Calm (trending),0.9989489431394968,0,Bear/Volatile (trending),0.9913926391381475
1718758800,65035.59,-0.001643133513482553,-0.0007263258607791665,0.003125461921802015,0.6251151822709355,1,Bull/Calm (trending),0.9998875791394148,2,Bull/Normal (trending),0.9994680556635286,2,Bear/Normal (trending),0.9999702494738768,3,Bull/Calm (trending),0.9992917135951702,0,Bear/Volatile (trending),0.9878739431098936
1718762400,65327.94,0.004485157621790137,-0.0007371855697855268,0.0032999841593008405,0.6278470796489274,1,Bull/Calm (trending),0.9998620489705744,2,Bull/Normal (trending),0.9994653620206071,2,Bear/Normal (trending),0.9999713052354053,3,Bull/Calm (trending),0.9994114485909326,0,Bear/Volatile (trending),0.9791502540403818
1718766000,65404.0,0.0011636025378631842,-0.0007522560894067229,0.0032513177922792527,0.626216043830575,1,Bull/Calm (trending),0.9998591662378771,2,Bull/Normal (trending),0.999500453955268,2,Bear/Normal (trending),0.9999687742238621,3,Bull/Calm (trending),0.9995330810955967,0,Bear/Volatile (trending),0.9474081002658732
1718769600,65425.56,0.00032958912642122584,-0.0007280127161256193,0.0032447255624683045,0.6298619698650773,1,Bull/Calm (trending),0.9998786880198066,2,Bull/Normal (trending),0.9996637958198501,2,Bear/Normal (trending),0.9999748997964735,3,Bull/Calm (trending),0.9997415954813845,0,Bear/Volatile (trending),0.8254104763229511
1718773200,65413.09,-0.0001906164583296288,-0.0006515173521349205,0.0031260675974929294,0.6340182709558548,1,Bull/Calm (trending),0.9999192320851771,2,Bull/Normal (trending),0.9998353143817064,2,Bear/Normal (trending),0.9999834084004207,3,Bull/Calm (trending),0.9999239056045953,4,Bull/Calm (trending),0.508456707714793
1718776800,65599.99,0.0028531521705765783,-0.0005198518582895631,0.0031892958322548137,0.6333365293636828,1,Bull/Calm (trending),0.9999439656951031,2,Bull/Normal (trending),0.9999121121497533,2,Bear/Normal (trending),0.999989097866403,3,Bull/Calm (trending),0.9999782236670424,4,Bull/Calm (trending),0.8317356588914584
1718780400,65326.89,-0.004171800261094205,-0.0004344373177330023,0.003323217405381087,0.6307723565055158,1,Bull/Calm (trending),0.9999498587623851,2,Bull/Normal (trending),0.9999324533677282,2,Bear/Normal (trending),0.9999908416558457,3,Bull/Calm (trending),0.9999860842239837,4,Bull/Calm (trending),0.9564318660841981
1718784000,65183.89,-0.0021913907376251984,-0.00037358319943173364,0.00332779671706762,0.6250647777429287,1,Bull/Calm (trending),0.9999558378260363,2,Bull/Normal (trending),0.9999326376262008,2,Bear/Normal (trending),0.9999901928721335,3,Bull/Calm (trending),0.9999877016845408,4,Bull/Calm (trending),0.9920906972324272
1718787600,65306.65,0.001881516257274285,-0.0002852457841498008,0.0030424129783204455,0.6215060744036803,1,Bull/Calm (trending),0.9999694527878139,2,Bull/Normal (trending),0.9999482345167165,2,Bear/Normal (trending),0.9999890270430062,3,Bull/Calm (trending),0.9999910708464378,4,Bull/Calm (trending),0.9994976431409538
1718791200,65520.0,0.0032615707752512435,-0.00017122328372328374,0.0029845452462189254,0.6414370182679028,1,Bull/Calm (trending),0.9999748886208832,2,Bull/Normal (trending),0.999986825524884,2,Bear/Normal (trending),0.9999948653262384,3,Bull/Calm (trending),0.9999973074118186,4,Bull/Calm (trending),0.999985820539708
1718794800,65210.0,-0.004742608139702398,-8.641129134918414e-05,0.0032179884313598642,0.6341562931056948,1,Bull/Calm (trending),0.999970793044646,2,Bull/Normal (trending),0.9999870289143443,2,Bear/Normal (trending),0.9999942647865128,3,Bull/Calm (trending),0.9999968013995609,4,Bull/Calm (trending),0.9999944909365559
1718798400,65192.21,-0.00027284813823946763,-5.2004381601429545e-05,0.003219772020892635,0.6215799892104518,1,Bull/Calm (trending),0.9999700446035785,2,Bull/Normal (trending),0.9999795234093751,2,Bear/Normal (trending),0.999991744863532,3,Bull/Calm (trending),0.9999947238095994,4,Bull/Calm (trending),0.9999914474830915
1718802000,65090.22,-0.0015656757528148546,-6.75194500165435e-05,0.0032245853855038813,0.6309104633268918,1,Bull/Calm (trending),0.999970187600976,2,Bull/Normal (trending),0.999985740767243,2,Bear/Normal (trending),0.9999937489023818,3,Bull/Calm (trending),0.9999964078079702,4,Bull/Calm (trending),0.9999944630188607
1718805600,64952.02,-0.0021254640342647235,-6.809453708872654e-05,0.0032672213883562728,0.6273583883904015,1,Bull/Calm (trending),0.9999692105422346,2,Bull/Normal (trending),0.9999838246365843,2,Bear/Normal (trending),0.9999932148724017,3,Bull/Calm (trending),0.999995811072628,4,Bull/Calm (trending),0.9999931465734534
1718809200,64922.0,-0.0004622941606751141,-6.62081102609732e-05,0.003110751933835508,0.6384530334474162,1,Bull/Calm (trending),0.9999737280117712,2,Bull/Normal (trending),0.9999900736349167,2,Bear/Normal (trending),0.9999947086247561,3,Bull/Calm (trending),0.9999974137278307,4,Bull/Calm (trending),0.9999965223675178
1718812800,64922.26,4.004797748535793e-06,-5.653713628451296e-05,0.0025260593811445987,0.6337383778889234,1,Bull/Calm (trending),0.9999807971860027,2,Bull/Normal (trending),0.9999878564713713,2,Bear/Normal (trending),0.9999929167202781,3,Bull/Calm (trending),0.9999960348437922,4,Bull/Calm (trending),0.9999980589364634
1718816400,65083.99,0.0024880355126004616,-3.138312899284763e-05,0.0023867465243725666,0.6215877889219198,1,Bull/Calm (trending),0.9999812484614337,2,Bull/Normal (trending),0.9999773506515568,2,Bear/Normal (trending),0.9999867872538519,3,Bull/Calm (trending),0.9999911422666026,4,Bull/Calm (trending),0.9999937712394323
1718820000,64973.0,-0.0017067906453007708,-1.908348386115991e-05,0.0023996713987795098,0.6084220858365837,1,Bull/Calm (trending),0.9999808069574262,2,Bull/Normal (trending),0.9999549788793358,2,Bear/Normal (trending),0.9999736087474145,3,Bull/Calm (trending),0.9999807470556187,4,Bull/Calm (trending),0.9999722213108089
1718823600,64882.01,-0.0014014093856165033,1.695047995248064e-06,0.002393991528909499,0.6106377485041691,1,Bull/Calm (trending),0.9999807764644736,2,Bull/Normal (trending),0.9999606983193983,2,Bear/Normal (trending),0.9999761685250931,3,Bull/Calm (trending),0.9999829901926792,4,Bull/Calm (trending),0.99997884534062
1718827200,64874.76,-0.00011174754130394149,2.9174438328322686e-05,0.002393202715031593,0.6131662885912149,1,Bull/Calm (trending),0.9999806555331142,2,Bull/Normal (trending),0.9999692336863435,2,Bear/Normal (trending),0.999980081405846,3,Bull/Calm (trending),0.9999867103989302,4,Bull/Calm (trending),0.9999860581473148
1718830800,65004.38,0.001996010183535901,5.002822969858474e-05,0.0024164129995269895,0.6136873502760473,1,Bull/Calm (trending),0.9999804132775452,2,Bull/Normal (trending),0.9999734435657219,2,Bear/Normal (trending),0.9999818157064412,3,Bull/Calm (trending),0.9999885796639336,4,Bull/Calm (trending),0.9999883626755514
1718834400,64836.01,-0.0025934933555618045,5.874853483458687e-05,0.0022326100859860316,0.6205630571136107,1,Bull/Calm (trending),0.9999809981659407,2,Bull/Normal (trending),0.9999821319938931,2,Bear/Normal (trending),0.9999861415213542,3,Bull/Calm (trending),0.9999921579890803,4,Bull/Calm (trending),0.9999951150285769
1718838000,64974.37,0.0021317255583905848,7.406761746973193e-05,0.002277829056645164,0.6350952074660895,1,Bull/Calm (trending),0.9999812328984523,2,Bull/Normal (trending),0.9999915348811508,2,Bear/Normal (trending),0.9999925153741035,3,Bull/Calm (trending),0.9999965632509823,4,Bull/Calm (trending),0.9999990766668532
1718841600,65098.01,0.001901095947317799,8.96399481241021e-05,0.0023283081850660977,0.6238412706256358,1,Bull/Calm (trending),0.9999805125269439,2,Bull/Normal (trending),0.9999863090043155,2,Bear/Normal (trending),0.9999887126669287,3,Bull/Calm (trending),0.9999941830488771,4,Bull/Calm (trending),0.9999969495521469
1718845200,65158.56,0.0009297036512059265,8.161798974855662e-05,0.0023432648300281307,0.6121354745816207,1,Bull/Calm (trending),0.9999802586592104,2,Bull/Normal (trending),0.9999749585992886,2,Bear/Normal (trending),0.9999806225300094,3,Bull/Calm (trending),0.999988684800326,4,Bull/Calm (trending),0.9999878219400964
1718848800,65197.45,0.0005966736961937613,5.974165954349239e-05,0.0022408660653702598,0.6247865170802581,1,Bull/Calm (trending),0.9999810994162479,2,Bull/Normal (trending),0.9999849091302163,2,Bear/Normal (trending),0.9999880682792237,3,Bull/Calm (trending),0.9999933199365223,4,Bull/Calm (trending),0.9999969681203342
1718852400,65189.99,-0.00011442819965168383,4.0438163116200005e-05,0.002047997540686475,0.6183287597308531,1,Bull/Calm (trending),0.9999811063646562,2,Bull/Normal (trending),0.9999767689593659,2,Bear/Normal (trending),0.9999810318384332,3,Bull/Calm (trending),0.999988338774309,4,Bull/Calm (trending),0.9999928932263776
1718856000,65306.01,0.0017781392620328518,2.6819880076877377e-05,0.002027391966125165,0.6094051492091297,1,Bull/Calm (trending),0.9999809224028365,2,Bull/Normal (trending),0.9999595294397757,2,Bear/Normal (trending),0.9999668176654555,3,Bull/Calm (trending),0.9999776632487682,4,Bull/Calm (trending),0.999977400658082
1718859600,65513.93,0.003178722984790383,1.853642152735795e-05,0.002106797074242345,0.6120647935588326,1,Bull/Calm (trending),0.9999811308332396,2,Bull/Normal (trending),0.9999561309178117,2,Bear/Normal (trending),0.9999645263995408,3,Bull/Calm (trending),0.9999733633868015,4,Bull/Calm (trending),0.9999749964551489
1718863200,65465.24,-0.0007434770313903272,8.388410279245782e-06,0.001983024629245395,0.5963447280611506,1,Bull/Calm (trending),0.9999806050680496,2,Bull/Normal (trending),0.9998992764392614,2,Bear/Normal (trending),0.9999116537029608,3,Bull/Calm (trending),0.999932960773417,4,Bull/Calm (trending),0.999865036653101
1718866800,65858.84,0.005994348920260961,2.8611953449985242e-06,0.0020937106971874726,0.6077422815359927,1,Bull/Calm (trending),0.9999810895356843,2,Bull/Normal (trending),0.9999328993393515,2,Bear/Normal (trending),0.9999432915356001,3,Bull/Calm (trending),0.999951273109521,4,Bull/Calm (trending),0.9999175165907913
1718870400,65690.63,-0.0025573663151394754,1.8182377614765906e-05,0.002197551909615305,0.6012169386987223,1,Bull/Calm (trending),0.9999808596561771,2,Bull/Normal (trending),0.9999035569142101,2,Bear/Normal (trending),0.9999146463863604,3,Bull/Calm (trending),0.9999219571514589,4,Bull/Calm (trending),0.9997018717988283
1718874000,65719.99,0.0004468436491436023,5.308244665858748e-05,0.002149277387648184,0.5936404232571187,1,Bull/Calm (trending),0.9999803296420541,2,Bull/Normal (trending),0.9998367288650942,2,Bear/Normal (trending),0.9998367751399051,3,Bull/Calm (trending),0.9998491135023907,4,Bull/Calm (trending),0.998927540535725
1718877600,66209.49,0.007420665134782567,0.00012301224286092395,0.002560519152126019,0.5822079043730433,1,Bull/Calm (trending),0.9999779732995484,2,Bull/Normal (trending),0.9997565720461905,2,Bear/Normal (trending),0.9997556059401332,3,Bull/Calm (trending),0.9997676021668911,4,Bull/Calm (trending),0.9977190790055562
1718881200,66169.85,-0.000598885010075989,0.00017960350815873497,0.002564687681762616,0.5801693879452531,1,Bull/Calm (trending),0.9999763106939268,2,Bull/Normal (trending),0.999772152005561,2,Bear/Normal (trending),0.9997535818799379,3,Bull/Calm (trending),0.999772845355687,4,Bull/Calm (trending),0.997512619222845
1718884800,65979.99,-0.0028734068937357193,0.00021759299726756374,0.0026979079106791114,0.5821544366335841,1,Bull/Calm (trending),0.9999701804343715,2,Bull/Normal (trending),0.9998595643004605,2,Bear/Normal (trending),0.9998486163458724,3,Bull/Calm (trending),0.9998652766473007,4,Bull/Calm (trending),0.9983960330832121
1718888400,65142.65,-0.012772033609888211,0.00018931656927655068,0.004027851771628922,0.5973095322581283,1,Bull/Calm (trending),0.9999000765687999,2,Bull/Normal (trending),0.9999624261182933,2,Bear/Normal (trending),0.9999669977321715,3,Bull/Calm (trending),0.9999201198916909,4,Bull/Calm (trending),0.9997775300990015
1718892000,64952.02,-0.002930637149663795,0.0001664963480931649,0.004064992218565588,0.5958883861120217,1,Bull/Calm (trending),0.9998845478115741,2,Bull/Normal (trending),0.9999630457012028,2,Bear/Normal (trending),0.9999700602682461,3,Bull/Calm (trending),0.9998973792516013,4,Bull/Calm (trending),0.9998735128577059
1718895600,64831.23,-0.0018614117750423986,0.00014207378963531337,0.004074532859197135,0.5899815656449573,1,Bull/Calm (trending),0.9998835970705591,2,Bull/Normal (trending),0.9999336780331438,2,Bear/Normal (trending),0.9999637937805228,3,Bull/Calm (trending),0.9998448986321202,4,Bull/Calm (trending),0.999725707742188
1718899200,64888.0,0.0008752750632936568,0.00012503361896161903,0.004079581572643308,0.5800964569701543,1,Bull/Calm (trending),0.9998858556021174,2,Bull/Normal (trending),0.9998537474387558,2,Bear/Normal (trending),0.9999438812914523,3,Bull/Calm (trending),0.9997277173071072,4,Bull/Calm (trending),0.9992262679510401
1718902800,64970.02,0.001263225958734182,0.0001148836184903594,0.004064069249457224,0.5731990196436056,1,Bull/Calm (trending),0.9998904516742287,2,Bull/Normal (trending),0.9997854830489986,2,Bear/Normal (trending),0.9999241173989022,3,Bull/Calm (trending),0.9996468910857783,4,Bull/Calm (trending),0.9988480472784355
1718906400,65116.01,0.0022445155915598036,0.00013017473674230835,0.004047179910453627,0.587841030832599,1,Bull/Calm (trending),0.9998919336691809,2,Bull/Normal (trending),0.9998887898616124,2,Bear/Normal (trending),0.999958274126746,3,Bull/Calm (trending),0.9997982801770017,4,Bull/Calm (trending),0.9993705468576907
1718910000,65050.0,-0.0010142433598225864,0.00012322345844252146,0.004029881205644686,0.5803668655444405,1,Bull/Calm (trending),0.9998965696009776,2,Bull/Normal (trending),0.9998612605841324,2,Bear/Normal (trending),0.999947083884248,3,Bull/Calm (trending),0.9997870693925157,4,Bull/Calm (trending),0.9993241734278079
1718913600,65099.99,0.0007681906461662891,0.00011014459204082631,0.004010528765802552,0.5811504406966467,1,Bull/Calm (trending),0.9999009442350005,2,Bull/Normal (trending),0.9998694010660042,2,Bear/Normal (trending),0.9999510262992682,3,Bull/Calm (trending),0.9998274903504203,4,Bull/Calm (trending),0.9994736595714588
1718917200,65050.46,-0.0007611191876950585,0.00010312297424486991,0.0040077532146699955,0.5934772876875415,1,Bull/Calm (trending),0.9999016326836291,2,Bull/Normal (trending),0.9999344663166262,2,Bear/Normal (trending),0.999972120759873,3,Bull/Calm (trending),0.9999156555269814,4,Bull/Calm (trending),0.9998250499380694
1718920800,64989.95,-0.000930633860155794,0.00010856001839223109,0.004008671271633401,0.5968138529280563,1,Bull/Calm (trending),0.9999011316742212,2,Bull/Normal (trending),0.9999517335752703,2,Bear/Normal (trending),0.9999762575952474,3,Bull/Calm (trending),0.9999374627424317,4,Bull/Calm (trending),0.9999065106433664
1718924400,64869.99,-0.0018475294863407044,8.512884915363164e-05,0.0040263414761883805,0.5949833142882912,1,Bull/Calm (trending),0.9999011980607725,2,Bull/Normal (trending),0.9999354552586686,2,Bear/Normal (trending),0.9999757871794877,3,Bull/Calm (trending),0.9999368135713722,4,Bull/Calm (trending),0.9998936879109567
1718928000,64832.0,-0.0005858044442721422,5.8936686651395295e-05,0.003998393169249065,0.5917060146042162,1,Bull/Calm (trending),0.9999073697594166,2,Bull/Normal (trending),0.9998751971248346,2,Bear/Normal (trending),0.999973825834456,3,Bull/Calm (trending),0.9999354193468605,4,Bull/Calm (trending),0.9998589746525371
1718931600,64967.98,0.002095224509982785,3.6005936266341574e-05,0.0039549668680105765,0.597111121148483,1,Bull/Calm (trending),0.999914312710379,2,Bull/Normal (trending),0.9996923625221944,2,Bear/Normal (trending),0.9999793371632432,3,Bull/Calm (trending),0.9999547941511061,4,Bull/Calm (trending),0.9998732345220926
1718935200,64786.0,-0.002805002502716647,-9.089583164229113e-06,0.003990588562046193,0.5930067394665978,1,Bull/Calm (trending),0.9999152604686088,2,Bull/Normal (trending),0.9985731647203001,2,Bear/Normal (trending),0.9999766435393301,3,Bull/Calm (trending),0.9999463734903162,4,Bull/Calm (trending),0.9997087405626878
1718938800,64506.14,-0.004329117563949936,-7.561819445153374e-05,0.003764685864930877,0.5938575208577963,1,Bull/Calm (trending),0.9999362610920429,2,Bull/Normal (trending),0.9945930952947111,2,Bear/Normal (trending),0.9999757269360191,3,Bull/Calm (trending),0.9999583598121271,4,Bull/Calm (trending),0.9992443540879373
1718942400,64670.0,0.0025370023889674798,-0.0001286594907439196,0.003828256670963267,0.5985308237370347,1,Bull/Calm (trending),0.9999327456668988,2,Bull/Normal (trending),0.983965485437041,2,Bear/Normal (trending),0.9999802462466718,3,Bull/Calm (trending),0.9999424207914774,4,Bull/Calm (trending),0.9970942262721447
1718946000,64661.47,-0.00013190911712968045,-0.0001695960433984797,0.0038206513260191067,0.5944954255462109,1,Bull/Calm (trending),0.9999345467397941,2,Bull/Normal (trending),0.9535170919679844,2,Bear/Normal (trending),0.9999752700534553,3,Bull/Calm (trending),0.9997585734387548,4,Bull/Calm (trending),0.9888350298505335
1718949600,64627.64,-0.0005233232833301571,-0.0002194789120940228,0.0032967547439145695,0.6069205807758878,1,Bull/Calm (trending),0.9999602194784585,2,Bull/Normal (trending),0.8970949868459118,2,Bear/Normal (trending),0.9999802281517228,3,Bull/Calm (trending),0.9987617344649491,4,Bull/Calm (trending),0.968604379824894
1718953200,64201.63,-0.00661358327633188,-0.0003063136043404619,0.0035058651539834297,0.604887644632537,1,Bull/Calm (trending),0.9999408179770418,2,Bull/Normal (trending),0.7178869632925182,2,Bear/Normal (trending),0.9999757158841078,3,Bull/Calm (trending),0.9750670856247807,4,Bull/Calm (trending),0.7812590663387478
1718956800,63639.64,-0.008792053147733014,-0.00043271994577815976,0.0038590344944442923,0.5896239939135388,1,Bull/Calm (trending),0.9998536087283714,1,Bear/Calm (noisy),0.6381564224329187,2,Bear/Normal (trending),0.9999419137374894,3,Bull/Calm (trending),0.7839650855340562,0,Bear/Volatile (trending),0.7589145657706862
1718960400,64100.0,0.0072078172926470785,-0.0005054851553135492,0.003433396581682808,0.6008228980815292,1,Bull/Calm (trending),0.9996551499651521,1,Bear/Calm (noisy),0.7910557941661753,2,Bear/Normal (trending),0.9999356788635414,3,Bull/Calm (trending),0.6439922524671486,0,Bear/Volatile (trending),0.8925097548486148
