time,close,trend,rv20,hurst,causal_state,causal_label,causal_conf,fullsample_state
1779847200,75879.0,-0.0006487914452568705,0.0036630939437937776,0.4844303448600712,2,Bull/Calm (trending),0.8189923973512913,1
1779850800,75683.0,-0.0006583066764745605,0.0036701933078621763,0.4660177325787145,2,Bull/Calm (trending),0.7078570805355081,1
1779854400,75579.01,-0.0006598957357243285,0.00367012129503387,0.47399488150705227,2,Bull/Calm (trending),0.570752209279764,1
1779858000,75697.99,-0.0006559270133771909,0.0037068637604048536,0.46251347855460917,0,Bear/Volatile (trending),0.587391585666655,1
1779861600,75838.65,-0.0006383911031343443,0.002850710658402883,0.45229295342399023,2,Bull/Calm (trending),0.5322629093576667,1
1779865200,75977.17,-0.0006133131054999032,0.002872050263284275,0.4850036348628319,2,Bull/Calm (trending),0.7021825994609232,1
1779868800,75873.24,-0.0006020017046829657,0.0028747691068312076,0.4564567203412769,2,Bull/Calm (trending),0.8288906933191492,1
1779872400,75912.6,-0.000576567764030714,0.0028502551893171747,0.45400270590284025,2,Bull/Calm (trending),0.9206327415054428,1
1779876000,75909.82,-0.0005624335439898154,0.0027437445206012242,0.46020023669708404,2,Bull/Calm (trending),0.9700855956383766,1
1779879600,75769.18,-0.0005406246780773988,0.002558122294115048,0.4585109856382189,2,Bull/Calm (trending),0.9900264398155684,1
1779883200,75688.0,-0.0005511785359581563,0.0025497073875509917,0.46320760801063954,2,Bull/Calm (trending),0.9949396041692032,1
1779886800,75073.4,-0.0006011020175024994,0.0025471155830079366,0.46192037921434714,2,Bull/Calm (trending),0.994746835355661,1
1779890400,75031.92,-0.0006497400815179163,0.002542158238897966,0.4518262729554063,2,Bull/Calm (trending),0.9920943400526279,1
1779894000,75326.01,-0.0006719169946055319,0.0026306387181049633,0.4793229546923985,2,Bull/Calm (trending),0.989586807869314,1
1779897600,75304.01,-0.0006881706433562969,0.0026160147662016345,0.49315014930070145,2,Bull/Calm (trending),0.9864193975706481,1
1779901200,74860.42,-0.0007186401571044355,0.0028384964989527977,0.4911240846275536,2,Bull/Calm (trending),0.9765832939769326,1
1779904800,75026.67,-0.0007276955514962088,0.0028954267532778554,0.48039900924780815,2,Bull/Calm (trending),0.9630508971115169,1
1779908400,75066.08,-0.0007403787537504398,0.0028275908442234403,0.5055794867854096,2,Bull/Calm (trending),0.94119353657715,1
1779912000,75274.58,-0.0007334703745763106,0.002867773525056216,0.5367212198468512,2,Bull/Calm (trending),0.8806761741782915,1
1779915600,74473.01,-0.000783384511704343,0.0036396178668137063,0.5623077196026487,0,Bear/Volatile (trending),0.5944263264493208,1
1779919200,74418.13,-0.0007732369708947196,0.0036330948950652722,0.5432455175217499,0,Bear/Volatile (trending),0.9043553734254484,1
1779922800,74449.3,-0.0007656567110450494,0.003624947757117669,0.5586919729407064,0,Bear/Volatile (trending),0.9675763594482519,1
1779926400,74570.66,-0.0007436570207638614,0.003662847941138053,0.5521220055360976,0,Bear/Volatile (trending),0.9815405180442062,1
1779930000,74344.08,-0.0007236202478513636,0.0036594013910246866,0.563803144260592,0,Bear/Volatile (trending),0.9746563109310216,1
1779933600,74287.42,-0.0007160225749591223,0.0036018904916003316,0.5819961338502173,0,Bear/Volatile (trending),0.9261627574264548,1
1779937200,73258.01,-0.0007972536196685344,0.004546980781650783,0.5764696439274506,0,Bear/Volatile (trending),0.9675224754621723,0
1779940800,73181.95,-0.0008599445920260689,0.004549311416319379,0.5936123322185258,0,Bear/Volatile (trending),0.9753063801519432,0
1779944400,72990.87,-0.0009647458774863348,0.004518900833025957,0.5954713051177305,0,Bear/Volatile (trending),0.9851837852390716,0
1779948000,73202.7,-0.001046969209782877,0.004630974826533188,0.5784775769822769,0,Bear/Volatile (trending),0.9966671938366627,0
1779951600,73498.0,-0.0010864001307278682,0.004811533475153103,0.6141590104108001,0,Bear/Volatile (trending),0.9966710908577082,0
1779955200,73325.88,-0.0011307355275678604,0.004813687828736872,0.5769441887950126,0,Bear/Volatile (trending),0.9991560326088816,0
1779958800,73541.24,-0.0011602043970549041,0.004653175275857894,0.5864926279644967,0,Bear/Volatile (trending),0.998854277499151,0
1779962400,73400.01,-0.0012048567227101942,0.0046558426341587605,0.5741217914686234,0,Bear/Volatile (trending),0.9994255052528964,0
1779966000,73505.66,-0.0012190588745917951,0.004547304137422944,0.5741505724456689,0,Bear/Volatile (trending),0.9993939730511244,0
1779969600,73518.01,-0.0012155008634374717,0.004553422073761161,0.5646089959250823,0,Bear/Volatile (trending),0.9995971443052716,0
1779973200,73022.02,-0.0012554644942793065,0.0046040827389147825,0.5559093595450258,0,Bear/Volatile (trending),0.9998064943856326,0
1779976800,73033.06,-0.0012761310842481204,0.004545109042637749,0.554986159243274,0,Bear/Volatile (trending),0.9998227622894899,0
1779980400,72928.73,-0.0013080401273504326,0.004523708539357955,0.5530116126613396,0,Bear/Volatile (trending),0.9998620925360489,0
1779984000,73440.67,-0.001294485155743503,0.004819683131238114,0.5431883191846651,0,Bear/Volatile (trending),0.9999448600949382,0
1779987600,73554.82,-0.0012658699881916522,0.004303482871429627,0.5364284954273668,0,Bear/Volatile (trending),0.9999042124632102,0
1779991200,73652.88,-0.0012150325603241495,0.004325347670696665,0.539779850760175,0,Bear/Volatile (trending),0.999849719567381,0
1779994800,73419.32,-0.0011672716508718793,0.004358986410969687,0.5433668591496368,0,Bear/Volatile (trending),0.9997723446483691,0
1779998400,73579.99,-0.0011011514018649505,0.004376377487948965,0.5818206600934896,0,Bear/Volatile (trending),0.9980924287194094,0
1780002000,73817.31,-0.0010092267883021824,0.004421388926794151,0.5546803084375124,0,Bear/Volatile (trending),0.9990537249377842,0
1780005600,73464.8,-0.0009397139451805064,0.004531099016624674,0.5570135365097255,0,Bear/Volatile (trending),0.9988635341058609,0
1780009200,73617.51,-0.0008547677042169711,0.003282207059617027,0.5799245423574136,0,Bear/Volatile (trending),0.980615553485973,0
1780012800,73716.37,-0.0007624257500370487,0.003276372838460379,0.5819646689262735,0,Bear/Volatile (trending),0.9286708962930854,2
1780016400,73586.83,-0.0007132163387433512,0.0032408312153237246,0.5894955708998334,0,Bear/Volatile (trending),0.7342855961811445,2
1780020000,73225.06,-0.0006856651965990208,0.003393096444158928,0.5972873632554276,1,Bear/Normal (trending),0.6657411701993036,2
1780023600,73301.52,-0.0006237591203359982,0.00327089830145526,0.5992086236046054,1,Bear/Normal (trending),0.9386902830626612,2
1780027200,73507.69,-0.0005426925002278272,0.0032904968783972425,0.6206713464939559,1,Bear/Normal (trending),0.9956278632788464,2
1780030800,73706.0,-0.0004723947076808441,0.0032801958107564664,0.6062929820428873,1,Bear/Normal (trending),0.9987295644645497,2
1780034400,73786.32,-0.0003834580732981405,0.0032508929075787656,0.5964298267438382,1,Bear/Normal (trending),0.9985624217297394,2
1780038000,73528.56,-0.0003049664495910683,0.003343083917324566,0.6198527500649834,1,Bear/Normal (trending),0.9992954172306404,2
1780041600,73653.4,-0.00019826063890560544,0.003364154264164043,0.6198225725034239,1,Bear/Normal (trending),0.999253887496784,2
